img,idx_label,RGB.ROI_20.redDN,RGB.ROI_20.greenDN,RGB.ROI_20.blueDN,RGB.ROI_20.2G_RBi,RGB.ROI_20.pctR,RGB.ROI_20.pctG,RGB.ROI_20.pctB,RGB.ROI_20.nNDVI,RGB.ROI_20.totalRGB,RGB.ROI_20.AnyColor,RGB.ROI_22.redDN,RGB.ROI_22.greenDN,RGB.ROI_22.blueDN,RGB.ROI_22.2G_RBi,RGB.ROI_22.pctR,RGB.ROI_22.pctG,RGB.ROI_22.pctB,RGB.ROI_22.nNDVI,RGB.ROI_22.totalRGB,RGB.ROI_22.AnyColor
2022 07 26 10 00 01.JPG, 658,185.934359,161.163361,111.085470,25.306893,0.405808,0.351744,0.242448,-0.071366,458.183191,-124.926780,189.793691,163.799358,100.536416,37.268609,0.417929,0.360689,0.221383,-0.073515,454.129464,-152.520218
2022 07 26 11 00 00.JPG, 659,193.720701,166.883230,112.092203,27.953556,0.409821,0.353045,0.237134,-0.074424,472.696133,-136.419525,192.482976,166.199921,99.555902,40.360964,0.420049,0.362693,0.217258,-0.073277,458.238799,-159.571094
2022 07 26 12 00 00.JPG, 660,193.257266,164.952863,111.188428,25.460032,0.411713,0.351413,0.236874,-0.079016,469.398557,-135.833273,193.051794,163.356635,96.298772,37.362705,0.426439,0.360844,0.212718,-0.083318,452.707201,-163.810886
2022 07 26 13 00 01.JPG, 661,196.884548,168.087851,109.069792,30.221361,0.415331,0.354584,0.230085,-0.078901,474.042191,-146.832815,195.722742,166.432819,91.590380,45.552516,0.431349,0.366797,0.201854,-0.080877,453.745940,-178.974801
2022 07 26 14 00 00.JPG, 662,195.781176,162.956426,99.983569,30.148108,0.426798,0.355241,0.217962,-0.091501,458.721171,-158.770465,197.473919,163.105015,85.158532,43.577580,0.443027,0.365922,0.191051,-0.095316,445.737466,-190.261870
2022 07 26 15 00 01.JPG, 663,197.151152,162.967065,101.266784,27.516193,0.427303,0.353213,0.219484,-0.094925,461.385000,-157.584649,199.460987,163.422265,85.487746,41.895799,0.444857,0.364480,0.190663,-0.099312,448.370997,-191.907761
2022 07 26 16 00 00.JPG, 664,194.602930,161.503959,99.034404,29.370585,0.427566,0.354844,0.217590,-0.092947,455.141293,-158.038081,197.334806,162.334860,83.443807,43.891107,0.445337,0.366351,0.188313,-0.097311,443.113474,-192.782052
2022 07 26 17 00 00.JPG, 665,192.203811,166.649690,112.099819,28.995749,0.408116,0.353856,0.238027,-0.071210,470.953320,-134.653864,194.201348,167.363027,97.594662,42.930043,0.422950,0.364499,0.212551,-0.074228,459.159037,-166.375050
2022 07 27 05 00 00.JPG, 666,199.822844,179.140880,135.467062,22.991854,0.388435,0.348231,0.263334,-0.054575,514.430786,-108.029600,200.166038,180.898442,121.707582,39.923264,0.398125,0.359802,0.242073,-0.050563,502.772062,-137.649316
2022 07 27 06 00 00.JPG, 667,190.725151,164.658282,114.383994,24.207419,0.405999,0.350510,0.243491,-0.073349,469.767427,-126.615445,192.738852,166.528371,102.752531,37.565358,0.417166,0.360436,0.222399,-0.072955,462.019754,-153.762161
2022 07 27 07 00 01.JPG, 668,188.111933,164.055026,113.230823,26.767296,0.404196,0.352505,0.243299,-0.068311,465.397782,-125.705313,189.369028,166.070392,100.696521,42.075235,0.415159,0.364081,0.220760,-0.065549,456.135940,-154.046377
2022 07 27 08 00 00.JPG, 669,189.563218,162.492683,108.590887,26.831262,0.411515,0.352749,0.235736,-0.076893,460.646788,-134.874127,192.464875,165.044719,94.298828,43.325735,0.425988,0.365298,0.208714,-0.076698,451.808422,-168.911937
2022 07 27 09 00 00.JPG, 670,192.552319,164.700793,108.213780,28.635485,0.413676,0.353840,0.232484,-0.077960,465.466892,-140.825551,193.463700,165.269298,91.906373,45.168523,0.429309,0.366744,0.203947,-0.078594,450.639370,-174.920251
2022 07 27 10 00 00.JPG, 671,189.864762,163.087613,106.046872,30.263593,0.413649,0.355311,0.231039,-0.075866,458.999247,-140.858632,190.761569,163.530170,89.599304,46.699468,0.429749,0.368402,0.201850,-0.076862,443.891043,-175.093131
2022 07 27 11 00 00.JPG, 672,185.835090,158.391786,110.526655,20.421827,0.408650,0.348302,0.243047,-0.079724,454.753531,-123.173567,187.970024,160.202441,98.631383,33.803474,0.420699,0.358552,0.220749,-0.079752,446.803849,-150.909699
2022 07 27 12 00 01.JPG, 673,191.471174,164.808878,113.056366,25.090216,0.407961,0.351153,0.240886,-0.074835,469.336418,-130.167321,187.749538,162.191354,98.905922,37.727248,0.418293,0.361351,0.220356,-0.073036,448.846814,-152.129049
2022 07 27 13 00 00.JPG, 674,186.293744,161.713059,112.603526,24.528848,0.404450,0.351084,0.244466,-0.070633,460.610330,-122.799750,185.899130,162.524134,103.157214,35.991924,0.411663,0.359901,0.228436,-0.067088,451.580478,-142.108837
2022 07 27 14 00 00.JPG, 675,186.077691,163.343068,113.428668,27.179776,0.402026,0.352908,0.245066,-0.065064,462.849428,-122.563423,187.662472,166.844781,104.720669,41.306421,0.408648,0.363316,0.228036,-0.058723,459.227922,-145.065914
2022 07 27 15 00 01.JPG, 676,187.129079,163.711624,113.196487,27.097683,0.403263,0.352798,0.243938,-0.066747,464.037190,-124.447729,188.519823,166.178675,102.834673,41.002854,0.412035,0.363206,0.224759,-0.062986,457.533172,-149.029152
2022 07 27 16 00 00.JPG, 677,189.005814,167.269788,118.737558,26.796204,0.397896,0.352137,0.249967,-0.061009,475.013159,-118.800485,185.183082,166.922031,109.103928,39.557051,0.401517,0.361923,0.236561,-0.051863,461.209041,-133.897257
2022 07 27 17 00 01.JPG, 678,183.311230,163.958001,117.191827,27.412946,0.394675,0.353007,0.252318,-0.055730,464.461058,-112.885577,183.426758,166.948728,108.967288,41.503410,0.399324,0.363451,0.237224,-0.047030,459.342774,-132.440911
2022 07 27 18 00 00.JPG, 679,191.606413,163.495822,106.047442,29.337789,0.415497,0.354540,0.229963,-0.079162,461.149676,-143.007351,188.853179,164.403936,98.042276,41.912418,0.418465,0.364290,0.217244,-0.069211,451.299391,-157.172562
2022 07 28 05 00 00.JPG, 680,187.020339,162.089757,113.855172,23.304002,0.403962,0.350112,0.245926,-0.071412,462.965268,-121.399751,190.498172,167.826293,109.576941,35.577474,0.407133,0.358679,0.234188,-0.063272,467.901406,-139.170583
2022 07 28 06 00 01.JPG, 681,184.785846,163.067979,118.437914,22.912198,0.396288,0.349712,0.254000,-0.062434,466.291740,-110.977997,185.815275,167.357746,113.612717,35.287499,0.398074,0.358532,0.243394,-0.052262,466.785738,-125.947586
2022 07 28 07 00 00.JPG, 682,183.040535,160.491167,113.372134,24.569665,0.400611,0.351258,0.248131,-0.065640,456.903835,-116.787435,185.702922,166.175340,109.641215,37.006544,0.402373,0.360061,0.237566,-0.055495,461.519477,-132.595832
2022 07 28 08 00 00.JPG, 683,181.885752,161.440339,116.966708,24.028218,0.395152,0.350734,0.254114,-0.059551,460.292799,-109.392674,184.224656,167.155521,113.814906,36.271481,0.396016,0.359323,0.244661,-0.048577,465.195083,-123.750366
2022 07 28 09 00 01.JPG, 684,187.617185,165.650364,115.139084,28.544460,0.400543,0.353646,0.245810,-0.062182,468.406633,-122.989382,190.534359,171.536665,109.867869,42.671101,0.403727,0.363472,0.232801,-0.052470,471.938892,-142.335286
2022 07 28 10 00 00.JPG, 685,187.746565,172.382823,131.273248,25.745833,0.382063,0.350798,0.267140,-0.042662,491.402636,-97.582891,187.615246,177.417202,121.950677,45.268480,0.385260,0.364319,0.250421,-0.027937,486.983125,-121.131094
2022 07 28 11 00 00.JPG, 686,187.873435,166.110054,114.908809,29.437863,0.400675,0.354261,0.245064,-0.061481,468.892298,-124.165870,188.525353,171.154374,104.647402,49.135993,0.406018,0.368607,0.225374,-0.048296,464.327130,-150.384922
2022 07 28 12 00 00.JPG, 687,185.974958,163.108799,114.984207,25.258433,0.400749,0.351476,0.247774,-0.065503,464.067964,-119.115342,188.280188,168.510315,111.199687,37.540756,0.402317,0.360072,0.237611,-0.055410,467.990190,-134.391128
2022 07 28 13 00 00.JPG, 688,185.700952,161.158662,103.713219,32.903154,0.412144,0.357675,0.230181,-0.070756,450.572833,-139.433177,195.215276,173.048903,101.761062,49.121468,0.415329,0.368169,0.216501,-0.060191,470.025240,-164.742054
2022 07 28 14 00 01.JPG, 689,183.947061,161.338145,108.352393,30.376836,0.405493,0.355654,0.238852,-0.065479,453.637599,-128.580420,186.012074,165.919699,104.252731,41.574593,0.407756,0.363712,0.228532,-0.057092,456.184504,-143.426311
2022 07 28 15 00 00.JPG, 690,166.821627,155.531156,112.302314,31.938371,0.383802,0.357827,0.258371,-0.035025,434.655097,-97.748155,178.534714,168.657091,112.292518,46.486950,0.388555,0.367057,0.244388,-0.028450,459.484324,-122.606769
2022 07 28 16 00 00.JPG, 691,185.636500,162.615789,109.998844,29.596234,0.405098,0.354862,0.240041,-0.066104,458.251133,-128.254600,186.034720,166.455381,105.650013,41.226028,0.406065,0.363329,0.230606,-0.055546,458.140114,-141.190076
2022 07 28 17 00 01.JPG, 692,181.169632,159.487038,93.775500,44.028943,0.417026,0.367116,0.215858,-0.063649,434.432171,-153.105669,179.584264,163.961621,93.727405,54.611573,0.410691,0.374964,0.214345,-0.045475,437.273291,-156.091075
2022 07 28 18 00 00.JPG, 693,195.960759,169.203904,97.273639,45.173411,0.423755,0.365895,0.210349,-0.073273,462.438302,-170.617385,186.959096,168.903064,95.893585,54.953448,0.413850,0.373881,0.212269,-0.050739,451.755746,-164.074991
2022 07 29 05 00 00.JPG, 694,143.300111,172.508598,157.377506,44.339579,0.302841,0.364568,0.332591,0.092488,473.186215,-1.053697,146.668064,178.679722,154.287636,56.403743,0.305791,0.372532,0.321677,0.098392,479.635422,-16.772514
2022 07 29 06 00 00.JPG, 695,155.893107,167.447497,145.103236,33.898650,0.332789,0.357455,0.309756,0.035734,468.443840,-33.134131,158.346217,175.068328,145.553689,46.236750,0.330599,0.365511,0.303890,0.050154,478.968233,-42.307167
2022 07 29 07 00 00.JPG, 696,160.921370,165.054611,137.878352,31.309501,0.346922,0.355833,0.297245,0.012680,463.854333,-50.219278,181.283933,184.989797,143.570557,45.125103,0.355567,0.362836,0.281597,0.010118,509.844288,-79.132616
2022 07 29 08 00 01.JPG, 697,191.317408,183.796111,144.782721,31.492093,0.367992,0.353525,0.278484,-0.020051,519.896240,-85.548076,166.646607,169.481002,132.422110,39.893288,0.355665,0.361714,0.282621,0.008432,468.549719,-71.283388
2022 07 29 09 00 00.JPG, 698,192.911911,179.087184,136.786731,28.475725,0.379161,0.351989,0.268849,-0.037163,508.785826,-98.425631,180.931659,175.323680,123.119156,46.596545,0.377433,0.365734,0.256833,-0.015741,479.374495,-110.017028
2022 07 29 10 00 00.JPG, 699,187.231217,171.929502,123.845067,32.782719,0.387638,0.355957,0.256405,-0.042604,483.005786,-111.470584,185.421532,176.529166,112.609349,55.027451,0.390723,0.371985,0.237292,-0.024568,474.560047,-136.732001
2022 07 29 12 00 00.JPG, 700,172.818685,156.568711,106.844627,33.474109,0.396162,0.358912,0.244926,-0.049334,436.232023,-115.698142,169.021651,156.130310,93.898431,49.340538,0.403344,0.372581,0.224074,-0.039647,419.050392,-137.355098
2022 07 29 13 00 00.JPG, 701,166.633915,153.383833,100.882948,39.250803,0.395898,0.364418,0.239683,-0.041404,420.900697,-118.251852,175.171582,163.067190,96.722485,54.240314,0.402729,0.374900,0.222370,-0.035787,434.961258,-144.793802
2022 07 29 14 00 01.JPG, 702,173.740569,164.959183,121.516888,34.660909,0.377519,0.358438,0.264043,-0.025927,460.216641,-95.665976,156.582215,152.523147,112.447404,36.016676,0.371442,0.361813,0.266746,-0.013132,421.552766,-84.210554
2022 07 29 15 00 00.JPG, 703,149.076648,138.988747,86.055835,42.845010,0.398472,0.371507,0.230021,-0.035019,374.121230,-115.953723,180.806462,168.344778,99.483551,56.399542,0.403015,0.375238,0.221747,-0.035691,448.634791,-150.184137
2022 07 29 16 00 01.JPG, 704,199.606247,186.041821,121.582006,50.895388,0.393522,0.366780,0.239698,-0.035173,507.230074,-142.484055,160.987177,152.300113,105.777140,37.835908,0.384159,0.363429,0.252413,-0.027729,419.064430,-101.733009
2022 07 29 17 00 00.JPG, 705,186.032495,167.878128,102.346283,47.377477,0.407736,0.367946,0.224317,-0.051296,456.256906,-149.218058,182.045301,168.350916,101.715836,52.940695,0.402655,0.372365,0.224979,-0.039083,452.112053,-146.964546
2022 07 29 18 00 00.JPG, 706,198.341155,174.221185,94.809608,55.291608,0.424375,0.372768,0.202857,-0.064741,467.371948,-182.943125,188.200401,170.373552,94.567977,57.978726,0.415323,0.375983,0.208694,-0.049716,453.141930,-169.437999
2022 07 30 05 00 01.JPG, 707,182.608720,174.735694,132.645310,34.217359,0.372679,0.356611,0.270710,-0.022032,489.989724,-92.053794,183.143135,177.994420,124.779388,48.066318,0.376902,0.366306,0.256792,-0.014257,485.916943,-111.578780
2022 07 30 06 00 00.JPG, 708,174.972123,170.507832,132.665343,33.378199,0.365939,0.356603,0.277458,-0.012922,478.145298,-80.149269,175.552249,175.333862,132.241203,42.874271,0.363366,0.362914,0.273719,-0.000622,483.127313,-86.403705
2022 07 30 07 00 00.JPG, 709,165.891085,173.654942,146.163037,35.255763,0.341544,0.357529,0.300927,0.022865,485.709065,-47.219954,165.214189,177.875390,142.690860,47.845732,0.340101,0.366164,0.293735,0.036903,485.780439,-57.707859
2022 07 30 08 00 01.JPG, 710,196.780603,183.512386,134.528994,35.715175,0.382230,0.356458,0.261312,-0.034889,514.821983,-111.235000,173.785766,169.309686,124.513731,40.319875,0.371647,0.362075,0.266277,-0.013046,467.609184,-94.067990
2022 07 30 09 00 00.JPG, 711,201.155704,183.894461,127.937994,38.695224,0.392125,0.358477,0.249398,-0.044829,512.988159,-129.174178,187.360314,177.148995,115.809065,51.128611,0.390075,0.368816,0.241109,-0.028014,480.318375,-132.891179
2022 07 30 10 00 01.JPG, 712,191.489849,172.280826,119.937573,33.134230,0.395879,0.356167,0.247954,-0.052805,483.708249,-123.895529,186.775679,172.814182,110.959357,47.893328,0.396931,0.367261,0.235808,-0.038826,470.549218,-137.671146
2022 07 30 11 00 00.JPG, 713,179.392628,168.069250,124.736010,32.009860,0.379910,0.355930,0.264160,-0.032589,472.197888,-97.989857,177.399759,169.889328,118.820207,43.558691,0.380597,0.364484,0.254919,-0.021626,466.109294,-109.648672
2022 07 30 12 00 00.JPG, 714,181.053818,165.817155,118.872411,31.708081,0.388742,0.356027,0.255232,-0.043926,465.743385,-109.126151,179.449666,167.184429,113.308446,41.610747,0.390157,0.363490,0.246353,-0.035384,459.942540,-120.017204
2022 07 30 13 00 01.JPG, 715,184.100255,164.211087,111.137767,33.184153,0.400698,0.357409,0.241894,-0.057102,459.449110,-126.035807,188.107547,170.454829,107.559626,45.242486,0.403559,0.365687,0.230754,-0.049232,466.122002,-143.443125
2022 07 30 14 00 00.JPG, 716,176.858529,163.576388,112.571477,37.722770,0.390411,0.361091,0.248499,-0.039015,453.006394,-115.291962,179.521478,168.260337,111.027415,45.971781,0.391277,0.366733,0.241990,-0.032380,458.809231,-125.726985
2022 07 30 15 00 00.JPG, 717,171.351941,158.430108,108.519274,36.989001,0.390946,0.361464,0.247591,-0.039183,438.301323,-112.743500,180.713497,168.342365,109.360727,46.610506,0.394212,0.367226,0.238562,-0.035442,458.416589,-130.334408
2022 07 30 16 00 00.JPG, 718,180.476233,162.746704,106.828853,38.188323,0.401012,0.361618,0.237370,-0.051656,450.051790,-129.565231,183.094520,167.565534,104.808499,47.228048,0.401992,0.367897,0.230111,-0.044285,455.468553,-141.043055
2022 07 30 17 00 00.JPG, 719,178.606071,162.458222,110.503851,35.806522,0.395524,0.359765,0.244711,-0.047345,451.568144,-120.056591,180.112605,166.558969,109.282135,43.723198,0.395024,0.365298,0.239678,-0.039096,455.953709,-128.107304
2022 07 30 18 00 01.JPG, 720,178.584740,165.099229,117.255898,34.357821,0.387436,0.358180,0.254384,-0.039238,460.939867,-109.172174,176.160036,166.808543,115.195044,42.262006,0.384492,0.364081,0.251428,-0.027266,458.163622,-112.578491
2022 07 31 05 00 00.JPG, 721,185.656213,165.855408,117.591337,28.463266,0.395769,0.353559,0.250673,-0.056330,469.102958,-116.328946,185.136582,169.254199,113.793218,39.578599,0.395436,0.361512,0.243052,-0.044816,468.183999,-126.804345
2022 07 31 06 00 00.JPG, 722,183.648112,168.059196,124.326657,28.143622,0.385788,0.353040,0.261172,-0.044324,476.033965,-103.053994,183.504695,173.694644,121.723740,42.160853,0.383161,0.362678,0.254161,-0.027464,478.923078,-113.751859
2022 07 31 07 00 01.JPG, 723,174.757733,162.951438,121.957794,29.187348,0.380183,0.354499,0.265318,-0.034960,459.666965,-93.793584,175.330659,167.656900,119.367284,40.615857,0.379212,0.362615,0.258172,-0.022373,462.354843,-104.252991
2022 07 31 08 00 00.JPG, 724,180.536206,162.242504,110.775508,33.173294,0.398048,0.357714,0.244239,-0.053369,453.554218,-121.227695,181.875198,167.128916,108.044953,44.337681,0.397934,0.365670,0.236397,-0.042252,457.049068,-132.914209
2022 07 31 09 00 00.JPG, 725,179.998921,159.890312,106.118490,33.663212,0.403578,0.358492,0.237930,-0.059162,446.007722,-127.652254,183.316883,166.025743,104.009953,44.724650,0.404358,0.366218,0.229424,-0.049496,453.352579,-141.322720
2022 07 31 10 00 01.JPG, 726,184.919422,163.602185,110.174853,32.110094,0.403141,0.356668,0.240191,-0.061165,458.696460,-128.171900,185.794438,168.105874,107.471136,42.946173,0.402700,0.364361,0.232938,-0.049982,461.371448,-138.958040
2022 07 31 11 00 00.JPG, 727,182.918492,162.209061,106.632498,34.867132,0.404902,0.359060,0.236038,-0.060005,451.760051,-131.862557,184.329081,166.829811,103.889264,45.441277,0.405076,0.366620,0.228304,-0.049833,455.048156,-143.380363
2022 07 31 12 00 00.JPG, 728,181.711431,161.324734,108.326071,32.611966,0.402584,0.357417,0.239998,-0.059430,451.362235,-126.384024,184.995212,167.075398,106.457048,42.698535,0.403455,0.364374,0.232171,-0.050898,458.527658,-139.156514
2022 07 31 13 00 00.JPG, 729,181.869174,161.083411,105.660422,34.637225,0.405403,0.359070,0.235527,-0.060608,448.613007,-131.631740,184.448659,165.929030,103.111156,44.298246,0.406733,0.365894,0.227373,-0.052856,453.488845,-144.155377
2022 07 31 14 00 00.JPG, 730,183.383969,163.209343,110.652328,32.382389,0.401062,0.356940,0.241998,-0.058208,457.245641,-125.288656,184.778506,167.696571,108.210139,42.404498,0.401095,0.364016,0.234890,-0.048463,460.685215,-136.054800
2022 07 31 15 00 01.JPG, 731,182.268892,160.180129,104.763696,33.327670,0.407566,0.358174,0.234259,-0.064502,447.212718,-132.921629,185.443408,165.837683,102.916038,43.315920,0.408288,0.365123,0.226589,-0.055812,454.197129,-145.449014
2022 07 31 16 00 00.JPG, 732,183.295994,162.984092,108.277634,34.394556,0.403240,0.358555,0.238204,-0.058657,454.557719,-129.724817,184.790412,167.658670,105.418258,45.108671,0.403589,0.366173,0.230238,-0.048608,457.867340,-141.612566
2022 07 31 17 00 00.JPG, 733,178.972348,161.063774,110.861595,32.293605,0.396924,0.357207,0.245869,-0.052667,450.897717,-118.312932,181.909817,166.752592,109.043580,42.551786,0.397438,0.364323,0.238239,-0.043472,457.705989,-130.575249
2022 07 31 18 00 01.JPG, 734,182.914731,163.873205,112.002497,32.829180,0.398689,0.357185,0.244126,-0.054908,458.790433,-122.782941,183.225806,167.778332,109.479738,42.851121,0.397898,0.364352,0.237749,-0.044009,460.483876,-132.044663
2022 08 01 05 00 00.JPG, 735,193.173834,166.296801,110.011188,29.408581,0.411462,0.354214,0.234325,-0.074768,469.481823,-139.448259,195.466130,168.989562,98.630881,43.882112,0.422094,0.364920,0.212986,-0.072647,463.086573,-167.193931
2022 08 01 06 00 00.JPG, 736,196.866157,166.547358,105.747129,30.481431,0.419614,0.354990,0.225396,-0.083428,469.160644,-151.919257,197.373374,167.543759,93.517395,44.196748,0.430538,0.365469,0.203993,-0.081744,458.434528,-177.882343
2022 08 01 07 00 01.JPG, 737,191.411882,163.909268,107.078231,29.328424,0.413954,0.354476,0.231571,-0.077402,462.399380,-141.164688,193.092487,165.823507,96.950010,41.604517,0.423573,0.363755,0.212672,-0.075976,455.866005,-165.015974
2022 08 01 08 00 00.JPG, 738,189.239722,165.449669,111.212206,30.447411,0.406180,0.355117,0.238703,-0.067073,465.901598,-132.264979,188.011485,165.980709,102.900420,41.049514,0.411500,0.363282,0.225218,-0.062235,456.892614,-148.191354
2022 08 01 09 00 00.JPG, 739,186.492475,162.017581,104.962147,32.580540,0.411254,0.357282,0.231463,-0.070227,453.472202,-138.585762,187.658946,164.761965,98.755384,43.109599,0.415933,0.365183,0.218884,-0.064971,451.176295,-154.910142
2022 08 01 10 00 01.JPG, 740,184.044010,162.627136,112.935233,28.275028,0.400438,0.353840,0.245722,-0.061779,459.606379,-120.800679,185.750867,166.679383,108.777437,38.830462,0.402749,0.361398,0.235853,-0.054114,461.207686,-134.875376
2022 08 01 11 00 00.JPG, 741,183.112550,163.444479,111.143337,32.633071,0.400071,0.357099,0.242830,-0.056753,457.700367,-124.270355,185.628903,168.572869,107.788520,43.728315,0.401803,0.364884,0.233313,-0.048153,461.990291,-138.624732
2022 08 01 12 00 01.JPG, 742,184.198555,162.096701,107.569678,32.425170,0.405844,0.357147,0.237008,-0.063824,453.864934,-131.155900,187.455122,167.405345,104.944831,42.410737,0.407684,0.364079,0.228238,-0.056500,459.805298,-144.970805
2022 08 01 13 00 00.JPG, 743,181.175845,159.905348,104.076067,34.558784,0.406993,0.359211,0.233796,-0.062362,445.157260,-132.929059,186.535601,166.604939,102.838602,43.835674,0.409088,0.365378,0.225534,-0.056438,455.979142,-147.463335
2022 08 01 14 00 00.JPG, 744,183.461297,160.949667,106.851346,31.586692,0.406551,0.356665,0.236783,-0.065363,451.262309,-130.708272,186.052803,165.576923,104.201910,40.899133,0.408161,0.363241,0.228597,-0.058231,455.831636,-143.225906
2022 08 01 15 00 01.JPG, 745,180.647791,159.480885,107.953357,30.360623,0.403158,0.355919,0.240923,-0.062232,448.082033,-124.221963,185.750699,167.282687,106.757099,42.057576,0.403990,0.363824,0.232186,-0.052312,459.790486,-139.519188
2022 08 01 16 00 00.JPG, 746,180.914235,163.082807,110.224383,35.026996,0.398295,0.359038,0.242667,-0.051836,454.221425,-123.548276,182.286011,167.683451,107.383479,45.697413,0.398567,0.366639,0.234793,-0.041725,457.352941,-135.202505
2022 08 01 17 00 00.JPG, 747,182.459242,164.201680,112.236966,33.707153,0.397603,0.357817,0.244579,-0.052667,458.897889,-122.186991,182.284410,167.913656,110.031258,43.511644,0.396073,0.364848,0.239079,-0.041036,460.229325,-130.135550
2022 08 01 18 00 00.JPG, 748,180.551325,161.861069,112.059189,31.111624,0.397277,0.356152,0.246570,-0.054584,454.471583,-118.294017,180.269963,166.285405,110.598865,41.701982,0.394331,0.363740,0.241929,-0.040353,457.154233,-125.357639
2022 08 02 06 00 00.JPG, 749,179.081072,176.299166,132.555067,40.962192,0.367018,0.361317,0.271665,-0.007828,487.935305,-90.270103,167.427029,171.069331,121.659399,53.052233,0.363849,0.371764,0.264387,0.010760,460.155760,-95.177561
2022 08 02 07 00 00.JPG, 750,189.169073,177.897409,131.525543,35.100201,0.379407,0.356800,0.263794,-0.030707,498.592025,-104.015396,192.650202,180.776797,116.224427,52.678964,0.393444,0.369195,0.237362,-0.031796,489.651426,-140.978144
2022 08 02 08 00 00.JPG, 751,208.976615,192.570962,138.757931,37.407379,0.386775,0.356411,0.256814,-0.040856,540.305508,-124.031715,179.232208,167.088234,114.348395,40.595865,0.389070,0.362708,0.248223,-0.035066,460.668836,-117.623652
2022 08 02 09 00 01.JPG, 752,196.418293,181.268348,130.513075,35.605328,0.386498,0.356687,0.256815,-0.040112,508.199715,-116.660491,186.530213,174.025627,116.767055,44.753986,0.390784,0.364587,0.244629,-0.034681,477.322895,-127.021729
2022 08 02 10 00 00.JPG, 753,191.673915,169.629901,110.723546,36.862341,0.406065,0.359365,0.234570,-0.061012,472.027362,-139.856724,190.771451,170.352901,103.576655,46.357697,0.410525,0.366586,0.222889,-0.056542,464.701007,-153.971042
2022 08 02 11 00 00.JPG, 754,186.793841,165.119369,111.306228,32.138669,0.403251,0.356460,0.240288,-0.061590,463.219437,-129.300754,186.199063,167.292890,107.068445,41.318272,0.404288,0.363238,0.232474,-0.053484,460.560399,-139.355063
2022 08 02 12 00 01.JPG, 755,183.344013,166.641675,114.867448,35.071888,0.394413,0.358482,0.247105,-0.047723,464.853136,-120.250790,182.466951,168.632978,110.283149,44.515857,0.395478,0.365495,0.239027,-0.039402,461.383077,-130.533631
2022 08 02 13 00 00.JPG, 756,172.240205,171.525439,136.010721,34.799951,0.359001,0.357511,0.283488,-0.002079,479.776365,-71.744202,166.332312,170.053870,128.381588,45.393839,0.357883,0.365890,0.276227,0.011063,464.767770,-79.623007
2022 08 02 14 00 00.JPG, 757,161.769088,172.187804,143.756871,38.849649,0.338632,0.360441,0.300927,0.031198,477.713762,-46.443151,157.503655,171.758431,138.041681,47.971527,0.337048,0.367552,0.295400,0.043293,467.303767,-53.178724
2022 08 02 15 00 00.JPG, 758,170.828025,163.787410,119.176249,37.570546,0.376446,0.360931,0.262623,-0.021041,453.791684,-96.262936,175.538365,169.092259,117.121881,45.524272,0.380157,0.366197,0.253646,-0.018704,461.752505,-110.386862
2022 08 02 16 00 00.JPG, 759,200.299542,182.601055,111.446089,53.456478,0.405180,0.369379,0.225441,-0.046222,494.346686,-160.008418,170.009459,156.024915,100.989177,41.051194,0.398127,0.365378,0.236496,-0.042893,427.023551,-124.056020
2022 08 02 17 00 01.JPG, 760,175.368833,167.111530,122.977935,35.876292,0.376766,0.359026,0.264208,-0.024110,465.458298,-96.524492,172.674966,168.470107,121.572835,42.692413,0.373175,0.364088,0.262736,-0.012326,462.717908,-97.999403
2022 08 02 18 00 00.JPG, 761,179.498820,163.913280,110.507572,37.820167,0.395442,0.361106,0.243452,-0.045384,453.919673,-122.396956,178.615195,166.395870,108.630946,45.545599,0.393736,0.366800,0.239464,-0.035417,453.642011,-127.749173
2022 08 03 07 00 00.JPG, 762,175.204290,176.619999,140.282725,37.752982,0.356029,0.358906,0.285065,0.004024,492.107014,-71.258839,183.971419,185.878075,135.234948,52.549784,0.364239,0.368014,0.267747,0.005155,505.084442,-99.379598
2022 08 03 08 00 00.JPG, 763,196.983754,190.316992,142.856781,40.793449,0.371557,0.358982,0.269461,-0.017213,530.157527,-101.587183,165.950911,169.609287,128.984845,44.282818,0.357233,0.365108,0.277658,0.010902,464.545043,-77.590509
2022 08 03 09 00 00.JPG, 764,201.937717,190.164884,136.523971,41.868080,0.382004,0.359734,0.258262,-0.030025,528.626573,-119.054659,178.974529,174.854880,117.844612,52.890617,0.379445,0.370711,0.249843,-0.011643,471.674021,-118.140184
2022 08 03 10 00 00.JPG, 765,193.469255,179.539509,124.659151,40.950612,0.388752,0.360762,0.250487,-0.037344,497.667915,-123.690462,179.242379,170.515547,107.321060,54.467654,0.392147,0.373055,0.234798,-0.024951,457.078987,-135.115806
2022 08 03 11 00 01.JPG, 766,186.148912,170.966571,114.614317,41.169913,0.394609,0.362425,0.242966,-0.042514,471.729801,-127.886849,174.552078,163.516993,98.269513,54.212395,0.400038,0.374748,0.225214,-0.032642,436.338585,-141.530045
2022 08 03 12 00 00.JPG, 767,179.908886,165.299505,109.898326,40.791799,0.395311,0.363210,0.241478,-0.042320,455.106717,-125.411740,167.807852,156.439946,92.288384,52.783656,0.402865,0.375573,0.221562,-0.035059,416.536182,-139.671030
