img,idx_label,RGB.ROI_20.redDN,RGB.ROI_20.greenDN,RGB.ROI_20.blueDN,RGB.ROI_20.2G_RBi,RGB.ROI_20.pctR,RGB.ROI_20.pctG,RGB.ROI_20.pctB,RGB.ROI_20.nNDVI,RGB.ROI_20.totalRGB,RGB.ROI_20.AnyColor,RGB.ROI_22.redDN,RGB.ROI_22.greenDN,RGB.ROI_22.blueDN,RGB.ROI_22.2G_RBi,RGB.ROI_22.pctR,RGB.ROI_22.pctG,RGB.ROI_22.pctB,RGB.ROI_22.nNDVI,RGB.ROI_22.totalRGB,RGB.ROI_22.AnyColor
2022 07 07 09 00 00.JPG, 391,193.962023,162.428557,115.493534,15.401556,0.411037,0.344213,0.244750,-0.088480,471.884113,-125.403511,190.693135,162.932162,101.351167,33.820021,0.419127,0.358111,0.222761,-0.078504,454.976464,-150.922964
2022 07 07 10 00 01.JPG, 392,192.857168,161.332220,116.552390,13.254881,0.409688,0.342719,0.247593,-0.089006,470.741778,-121.084608,192.818110,164.846192,106.152728,30.721546,0.415720,0.355412,0.228868,-0.078207,463.817030,-145.358846
2022 07 07 11 00 00.JPG, 393,185.218847,156.830822,109.784915,18.657883,0.409926,0.347098,0.242976,-0.082994,451.834584,-122.479839,187.882038,162.724778,103.019599,34.547919,0.414178,0.358720,0.227102,-0.071753,453.626416,-144.567619
2022 07 07 12 00 00.JPG, 394,185.849730,157.248224,109.752892,18.893826,0.410399,0.347241,0.242360,-0.083363,452.850847,-123.592171,186.153239,161.847772,102.570862,34.971444,0.413149,0.359205,0.227646,-0.069843,450.571873,-142.859288
2022 07 07 13 00 01.JPG, 395,186.734109,158.238347,112.843408,16.899176,0.407880,0.345638,0.246482,-0.082603,457.815864,-119.285639,186.065288,162.553064,105.803396,33.237444,0.409455,0.357714,0.232831,-0.067444,454.421748,-137.011561
2022 07 07 14 00 00.JPG, 396,187.522656,157.408266,112.366589,14.927288,0.410067,0.344214,0.245719,-0.087306,457.297512,-120.197744,190.076298,163.781645,106.454048,31.032943,0.412929,0.355806,0.231265,-0.074309,460.311991,-140.949847
2022 07 07 15 00 01.JPG, 397,184.358481,160.441406,114.807739,21.716591,0.401121,0.349083,0.249795,-0.069365,459.607626,-115.184409,183.855522,165.546672,107.760792,39.477031,0.402166,0.362117,0.235716,-0.052400,457.162987,-133.880610
2022 07 07 16 00 00.JPG, 398,181.609650,157.918439,115.352751,18.874476,0.399247,0.347164,0.253589,-0.069777,454.880840,-108.822586,182.991780,163.829883,109.148358,35.519628,0.401324,0.359300,0.239376,-0.055250,455.970022,-128.524947
2022 07 07 17 00 00.JPG, 399,181.501810,155.673716,112.203763,17.641858,0.403894,0.346419,0.249686,-0.076601,449.379289,-112.767999,183.214764,161.680458,106.295565,33.850587,0.406069,0.358342,0.235589,-0.062437,451.190786,-132.304093
2022 07 07 18 00 01.JPG, 400,196.599180,159.844165,102.065885,21.023264,0.428779,0.348617,0.222604,-0.103116,458.509229,-152.311574,187.714317,158.855197,92.021700,37.974377,0.427994,0.362194,0.209812,-0.083271,438.591214,-162.526115
2022 07 08 05 00 00.JPG, 401,192.203279,163.809295,125.508034,9.907276,0.399159,0.340192,0.260649,-0.079756,481.520608,-104.996506,192.764549,168.877033,114.774894,30.214621,0.404614,0.354474,0.240913,-0.066053,476.416477,-132.091793
2022 07 08 06 00 00.JPG, 402,184.241670,165.237503,125.685029,20.548307,0.387743,0.347748,0.264509,-0.054379,475.164203,-98.109114,188.159811,175.593134,121.139282,41.887174,0.388045,0.362128,0.249827,-0.034547,484.892227,-121.474381
2022 07 08 07 00 01.JPG, 403,182.404063,160.360228,124.999167,13.317226,0.389949,0.342823,0.267227,-0.064312,467.763458,-92.765957,180.893752,164.887828,118.576259,30.305645,0.389557,0.355088,0.255355,-0.046289,464.357839,-108.629062
2022 07 08 08 00 00.JPG, 404,182.998452,159.197772,112.828831,22.568259,0.402172,0.349866,0.247962,-0.069553,455.025055,-116.538561,185.695460,168.414402,110.782935,40.350410,0.399437,0.362265,0.238298,-0.048801,464.892797,-132.543993
2022 07 08 09 00 00.JPG, 405,181.967958,160.248667,121.114541,17.414834,0.392738,0.345862,0.261400,-0.063466,463.331166,-99.987543,186.386351,170.445419,117.339106,37.165382,0.393078,0.359460,0.247462,-0.044674,474.170875,-122.153558
2022 07 08 10 00 01.JPG, 406,181.672513,161.999893,119.678368,22.648904,0.392084,0.349627,0.258289,-0.057242,463.350774,-104.315669,185.746664,172.209739,114.812485,43.860328,0.392891,0.364258,0.242851,-0.037817,472.768889,-128.331433
2022 07 08 11 00 00.JPG, 407,179.748250,159.495505,117.368018,21.874743,0.393657,0.349302,0.257041,-0.059700,456.611773,-104.507719,184.037741,168.235598,111.956095,40.477359,0.396437,0.362398,0.241165,-0.044858,464.229434,-128.361148
2022 07 08 12 00 01.JPG, 408,173.237383,154.204212,109.725033,25.446006,0.396273,0.352736,0.250991,-0.058127,437.166628,-107.991528,177.944450,162.239362,104.601811,41.932463,0.400068,0.364759,0.235174,-0.046166,444.785624,-130.980190
2022 07 08 13 00 00.JPG, 409,170.317106,151.748994,105.812648,27.368234,0.398050,0.354654,0.247296,-0.057653,427.878747,-110.440804,180.480825,163.507129,103.067026,43.466407,0.403711,0.365743,0.230547,-0.049344,447.054981,-137.853902
2022 07 08 14 00 00.JPG, 410,177.506686,152.321996,104.354950,22.782356,0.408829,0.350824,0.240347,-0.076357,434.183632,-121.118782,182.457078,160.532190,101.544128,37.063174,0.410446,0.361125,0.228429,-0.063923,444.533397,-139.901013
2022 07 08 15 00 01.JPG, 411,174.056943,151.710362,101.133039,28.230743,0.407723,0.355377,0.236901,-0.068597,426.900344,-123.501228,185.485121,163.204190,99.470109,41.453150,0.413882,0.364165,0.221953,-0.063899,448.159420,-149.749094
2022 07 08 16 00 00.JPG, 412,183.237592,160.236636,115.841724,21.393957,0.398936,0.348859,0.252205,-0.066966,459.315952,-111.790781,180.728411,163.875021,110.528608,36.493023,0.397090,0.360060,0.242850,-0.048907,455.132039,-123.546215
2022 07 08 17 00 00.JPG, 413,178.007587,156.099948,115.199979,18.992329,0.396182,0.347423,0.256395,-0.065571,449.307514,-103.707576,178.443515,161.870218,111.096384,34.200538,0.395302,0.358588,0.246110,-0.048700,451.410118,-118.120964
2022 07 08 18 00 00.JPG, 414,178.753097,162.650269,127.566879,18.980563,0.381161,0.346824,0.272015,-0.047167,468.970245,-86.269609,170.459954,162.920362,120.809594,34.571177,0.375305,0.358705,0.265989,-0.022616,454.189910,-91.761128
2022 07 09 05 00 00.JPG, 415,185.007197,167.327355,126.190716,23.456797,0.386619,0.349673,0.263708,-0.050179,478.525268,-99.953121,187.449276,174.880314,118.192499,44.118854,0.390095,0.363938,0.245967,-0.034689,480.522089,-125.944593
2022 07 09 06 00 00.JPG, 416,178.548684,165.937687,128.740149,24.586540,0.377301,0.350652,0.272048,-0.036608,473.226520,-87.006071,181.425168,175.453993,124.709973,44.772844,0.376722,0.364323,0.258955,-0.016732,481.589134,-107.459214
2022 07 09 07 00 01.JPG, 417,174.051833,161.204277,128.190463,20.166259,0.375560,0.347838,0.276602,-0.038322,463.446572,-78.875184,184.914678,176.335533,126.213841,41.542546,0.379340,0.361741,0.258919,-0.023748,487.464051,-108.822529
2022 07 09 08 00 00.JPG, 418,180.452062,167.846072,126.130570,29.109512,0.380357,0.353786,0.265858,-0.036193,474.428705,-96.036995,174.520610,171.973695,122.211941,47.214839,0.372345,0.366911,0.260743,-0.007351,468.706246,-102.070423
2022 07 09 09 00 01.JPG, 419,184.421286,167.699470,124.228005,26.749650,0.387156,0.352052,0.260792,-0.047489,476.348761,-103.664746,183.371975,174.723536,119.865222,46.209875,0.383655,0.365560,0.250785,-0.024151,477.960733,-118.365066
2022 07 09 10 00 00.JPG, 420,181.495392,162.606170,115.636565,28.080383,0.394780,0.353693,0.251527,-0.054894,459.738127,-112.828431,183.614735,171.168601,111.207591,47.514876,0.394031,0.367322,0.238648,-0.035081,465.990928,-132.368154
2022 07 09 11 00 00.JPG, 421,181.140708,160.986689,115.393357,25.439314,0.395918,0.351868,0.252214,-0.058908,457.520754,-111.340683,183.743574,168.769247,110.568442,43.226477,0.396785,0.364448,0.238767,-0.042479,463.081262,-131.375938
2022 07 09 12 00 01.JPG, 422,177.265871,158.015254,109.903984,28.860654,0.398185,0.354943,0.246873,-0.057416,445.185109,-115.473158,180.360038,165.385846,105.332700,45.078954,0.399842,0.366645,0.233513,-0.043310,451.078584,-135.080485
2022 07 09 13 00 00.JPG, 423,173.603701,153.260506,104.268871,28.648439,0.402668,0.355483,0.241848,-0.062237,431.133078,-118.326466,182.010844,163.815906,101.882901,43.738067,0.406538,0.365898,0.227565,-0.052613,447.709650,-142.060947
2022 07 09 14 00 01.JPG, 424,168.738007,153.223167,107.763266,29.945060,0.392666,0.356561,0.250773,-0.048189,429.724441,-106.434641,170.557095,159.977543,106.019244,43.378748,0.390690,0.366455,0.242855,-0.032007,436.553882,-118.496151
2022 07 09 15 00 00.JPG, 425,169.915251,151.998264,100.844843,33.236434,0.401921,0.359539,0.238540,-0.055658,422.758359,-120.223829,183.677719,165.438606,102.082215,45.117278,0.407088,0.366665,0.226247,-0.052244,451.198540,-144.951895
2022 07 09 16 00 00.JPG, 426,171.999522,159.373338,113.569349,33.177805,0.386566,0.358189,0.255245,-0.038103,444.942210,-104.234161,168.372724,162.556647,110.828968,45.911602,0.381142,0.367976,0.250881,-0.017575,441.758338,-109.271435
2022 07 09 17 00 01.JPG, 427,185.093720,156.786339,99.798540,28.680420,0.419069,0.354978,0.225953,-0.082799,441.678599,-142.282980,186.442288,162.465278,96.542505,41.945763,0.418548,0.364722,0.216730,-0.068720,445.450071,-155.822557
2022 07 09 18 00 00.JPG, 428,196.926422,160.990060,98.999697,26.054000,0.430990,0.352340,0.216669,-0.100404,456.916179,-159.917088,191.798062,162.637693,93.513570,39.963755,0.428169,0.363072,0.208759,-0.082273,447.949325,-167.408616
2022 07 10 05 00 00.JPG, 429,193.256867,163.635083,114.577841,19.435458,0.409903,0.347074,0.243023,-0.082999,471.469792,-127.736267,192.263117,169.275200,108.445547,37.841735,0.409085,0.360172,0.230743,-0.063584,469.983865,-144.647222
2022 07 10 06 00 01.JPG, 430,188.344923,163.249920,113.366877,24.788042,0.405076,0.351104,0.243820,-0.071375,464.961720,-124.861089,189.269688,170.559732,108.037297,43.812478,0.404538,0.364548,0.230915,-0.051997,467.866717,-143.754825
2022 07 10 07 00 00.JPG, 431,177.303610,162.916573,120.783134,27.746402,0.384604,0.353396,0.262001,-0.042287,461.003316,-98.653915,185.408951,174.805991,118.323391,45.879639,0.387448,0.365292,0.247260,-0.029435,478.538334,-123.568159
2022 07 10 08 00 00.JPG, 432,180.084013,165.025328,119.173550,30.793093,0.387876,0.355441,0.256683,-0.043635,464.282891,-106.762240,178.526374,172.241301,116.359428,49.596800,0.382179,0.368725,0.249096,-0.017918,467.127102,-118.048818
2022 07 10 09 00 01.JPG, 433,184.393182,167.324999,119.193941,31.062875,0.391566,0.355321,0.253113,-0.048528,470.912122,-113.330300,183.021561,173.780267,114.956383,49.582591,0.387956,0.368367,0.243676,-0.025900,471.758212,-126.889062
2022 07 10 10 00 00.JPG, 434,181.700418,162.964464,114.652126,29.576384,0.395588,0.354797,0.249614,-0.054360,459.317007,-115.360630,183.872510,171.056673,111.012227,47.228608,0.394626,0.367121,0.238254,-0.036108,465.941410,-132.904728
2022 07 10 11 00 01.JPG, 435,180.357872,161.566203,112.906305,29.868229,0.396539,0.355223,0.248238,-0.054959,454.830380,-116.111465,183.816092,169.545693,109.246117,46.029177,0.397347,0.366500,0.236153,-0.040385,462.607901,-134.869551
2022 07 10 12 00 00.JPG, 436,178.159831,158.102855,108.082152,29.963728,0.400949,0.355811,0.243239,-0.059647,444.344839,-120.098383,181.726870,165.643725,104.047100,45.513481,0.402569,0.366941,0.230490,-0.046300,451.417695,-139.276396
2022 07 10 13 00 00.JPG, 437,178.196045,157.304251,105.653916,30.758542,0.403931,0.356574,0.239494,-0.062271,441.154212,-124.192465,186.346815,167.340799,103.507090,44.827692,0.407587,0.366016,0.226396,-0.053737,457.194704,-146.673434
2022 07 10 14 00 01.JPG, 438,178.237629,157.494880,106.228701,30.523430,0.403288,0.356355,0.240358,-0.061784,441.961210,-123.275107,178.899355,163.246064,103.992496,43.600277,0.400996,0.365909,0.233095,-0.045750,446.137915,-134.160428
2022 07 10 15 00 00.JPG, 439,179.840885,154.549276,97.905026,31.352642,0.416014,0.357509,0.226477,-0.075635,432.295187,-138.580111,192.119368,166.857575,98.594836,43.000945,0.419867,0.364659,0.215474,-0.070372,457.571780,-161.787270
2022 07 10 16 00 01.JPG, 440,180.232234,160.984093,117.731199,24.004752,0.392708,0.350768,0.256524,-0.056410,458.947526,-105.753929,177.175468,163.870625,112.799234,37.766548,0.390387,0.361072,0.248541,-0.039012,453.845328,-115.447625
2022 07 10 17 00 00.JPG, 441,177.315951,158.695709,112.175776,27.899690,0.395629,0.354083,0.250288,-0.055415,448.187436,-111.660107,179.721668,165.976112,110.057685,42.172871,0.394338,0.364178,0.241484,-0.039762,455.755464,-125.582409
2022 07 10 18 00 00.JPG, 442,180.293647,158.315865,110.679577,25.658506,0.401287,0.352370,0.246344,-0.064906,449.289089,-117.250357,181.271917,164.212931,107.559616,39.594328,0.400119,0.362465,0.237415,-0.049377,453.044463,-130.365616
2022 07 11 05 00 00.JPG, 443,188.764651,167.174666,120.534047,25.050634,0.396170,0.350858,0.252971,-0.060656,476.473364,-114.871224,189.081204,173.453703,114.223300,43.602902,0.396598,0.363819,0.239583,-0.043106,476.758207,-134.088308
2022 07 11 06 00 01.JPG, 444,184.574041,162.585954,112.975063,27.622803,0.401130,0.353344,0.245526,-0.063337,460.135058,-121.209868,184.701677,169.374024,108.621149,45.425222,0.399185,0.366058,0.234757,-0.043289,462.696851,-136.833404
2022 07 11 07 00 00.JPG, 445,183.486667,162.778292,113.614856,28.455060,0.398988,0.353958,0.247053,-0.059805,459.879814,-119.035248,180.961905,166.851545,108.200552,44.540634,0.396834,0.365891,0.237275,-0.040569,456.014001,-131.412347
2022 07 11 08 00 01.JPG, 446,174.282077,159.718521,120.049029,25.105935,0.383839,0.351764,0.264396,-0.043603,454.049627,-93.902539,177.886940,168.660118,117.585227,41.848068,0.383268,0.363388,0.253344,-0.026625,464.132285,-111.376603
2022 07 11 09 00 00.JPG, 447,185.985826,164.058662,115.172750,26.958748,0.399783,0.352650,0.247568,-0.062641,465.217239,-119.698989,185.499926,171.418538,111.251610,46.085539,0.396223,0.366146,0.237631,-0.039453,468.170074,-134.415243
2022 07 11 10 00 00.JPG, 448,185.932489,163.437043,112.189598,28.752000,0.402836,0.354098,0.243067,-0.064389,461.559131,-124.990337,188.779466,171.820152,108.705279,46.155558,0.402253,0.366116,0.231630,-0.047031,469.304897,-143.189060
2022 07 11 11 00 01.JPG, 449,178.471271,158.649494,108.896101,29.931617,0.400145,0.355703,0.244152,-0.058797,446.016865,-119.328564,182.437154,166.989195,105.434547,46.106690,0.401083,0.367121,0.231795,-0.044209,454.860896,-138.557256
2022 07 11 12 00 00.JPG, 450,176.783581,158.170511,108.762033,30.795409,0.398416,0.356468,0.245116,-0.055569,443.716126,-117.430026,180.557462,165.582089,104.941206,45.665510,0.400277,0.367079,0.232644,-0.043264,451.080757,-136.257138
2022 07 11 13 00 00.JPG, 451,171.519783,154.516388,106.103172,31.409821,0.396909,0.357561,0.245530,-0.052152,432.139343,-113.829827,180.482022,165.347524,103.831114,46.381912,0.401374,0.367716,0.230910,-0.043763,449.660661,-138.167318
2022 07 11 14 00 00.JPG, 452,163.636068,151.866828,109.273335,30.824253,0.385229,0.357522,0.257249,-0.037303,424.776231,-96.956226,165.670666,158.473015,107.859228,43.416135,0.383494,0.366833,0.249672,-0.022205,432.002909,-108.425226
2022 07 11 15 00 00.JPG, 453,165.543357,149.069506,97.567504,35.028152,0.401628,0.361661,0.236711,-0.052362,412.180368,-119.477856,178.626001,162.190468,99.115627,46.639308,0.406031,0.368672,0.225298,-0.048224,439.932096,-142.585216
2022 07 11 16 00 01.JPG, 454,179.218328,163.176705,115.245913,31.889168,0.391613,0.356561,0.251826,-0.046851,457.640946,-111.903206,169.899083,161.971838,110.736665,43.307927,0.383859,0.365949,0.250192,-0.023887,442.607586,-110.397592
2022 07 11 17 00 00.JPG, 455,183.660025,159.364228,99.618970,35.449461,0.414917,0.360029,0.225055,-0.070828,442.643223,-143.786313,183.350203,163.901813,95.564094,48.889329,0.414055,0.370135,0.215810,-0.056007,442.816109,-156.123828
2022 07 11 18 00 00.JPG, 456,198.004018,165.049490,100.732000,31.362961,0.426930,0.355875,0.217195,-0.090770,463.785508,-161.589507,188.950980,162.943365,93.609910,43.325841,0.424128,0.365750,0.210121,-0.073907,445.504255,-164.674525
2022 07 12 05 00 01.JPG, 457,187.479944,164.710150,123.659426,18.280931,0.393990,0.346139,0.259871,-0.064652,475.849521,-104.871242,186.809155,168.041321,114.649105,34.624383,0.397890,0.357916,0.244194,-0.052889,469.499581,-125.552266
2022 07 12 06 00 00.JPG, 458,184.501678,160.694600,113.387746,23.499776,0.402329,0.350415,0.247256,-0.068967,458.584024,-118.420786,188.010645,168.764833,109.740431,39.778591,0.403010,0.361756,0.235234,-0.053944,466.515909,-137.294617
2022 07 12 07 00 00.JPG, 459,179.506925,159.927428,118.791347,21.556584,0.391743,0.349015,0.259242,-0.057683,458.225700,-101.851658,184.589805,169.820385,116.776703,38.274262,0.391755,0.360410,0.247835,-0.041673,471.186892,-120.856783
2022 07 12 08 00 01.JPG, 460,175.934581,165.432850,129.575693,25.355426,0.373579,0.351280,0.275141,-0.030764,470.943125,-82.216045,179.567437,173.854957,126.992761,41.149716,0.373776,0.361885,0.264340,-0.016163,480.415155,-99.436872
2022 07 12 09 00 00.JPG, 461,182.887270,160.814844,115.122969,23.619449,0.398599,0.350493,0.250908,-0.064220,458.825083,-113.456175,185.627803,168.210241,112.585977,38.206701,0.397981,0.360638,0.241381,-0.049225,466.424020,-128.666089
2022 07 12 10 00 00.JPG, 462,181.737053,161.373784,115.077662,25.932854,0.396643,0.352200,0.251158,-0.059349,458.188500,-112.955514,184.431692,168.603475,112.431939,40.343320,0.396229,0.362224,0.241546,-0.044835,465.467106,-128.171289
2022 07 12 11 00 00.JPG, 463,179.752138,157.816397,110.002297,25.878359,0.401617,0.352607,0.245776,-0.064982,447.570831,-117.563941,182.888087,164.630245,108.347226,38.025177,0.401189,0.361138,0.237674,-0.052538,455.865558,-130.823879
2022 07 12 12 00 00.JPG, 464,181.386102,160.363557,110.118864,29.222146,0.401413,0.354890,0.243697,-0.061514,451.868523,-121.511931,183.524454,166.226042,106.313846,42.613783,0.402409,0.364479,0.233112,-0.049459,456.064342,-137.122805
2022 07 12 13 00 01.JPG, 465,179.328427,158.259498,109.330323,27.860247,0.401256,0.354113,0.244632,-0.062410,446.918248,-118.927279,182.999949,165.318794,106.262545,41.375094,0.402568,0.363673,0.233759,-0.050761,454.581287,-135.793653
2022 07 12 14 00 00.JPG, 466,178.601328,158.541487,110.223673,28.257974,0.399228,0.354388,0.246383,-0.059500,447.366488,-116.695470,179.078577,163.089303,106.636412,40.463617,0.399013,0.363386,0.237601,-0.046729,448.804291,-128.895055
2022 07 12 15 00 00.JPG, 467,173.552542,153.390529,103.062108,30.166408,0.403606,0.356718,0.239676,-0.061668,430.005179,-120.818856,182.324205,163.970519,103.562296,42.054537,0.405294,0.364495,0.230212,-0.053000,449.857019,-139.170132
2022 07 12 16 00 01.JPG, 468,178.756067,160.490661,112.218979,30.006276,0.395946,0.355488,0.248566,-0.053841,451.465707,-114.808771,174.814212,161.566771,107.831198,40.488132,0.393538,0.363715,0.242747,-0.039382,444.212181,-120.718588
2022 07 12 17 00 00.JPG, 469,167.657047,160.160966,117.078015,35.586871,0.376845,0.359996,0.263158,-0.022867,444.896028,-93.661983,165.110876,162.924990,113.382445,47.356658,0.374046,0.369094,0.256859,-0.006664,441.418311,-101.270976
2022 07 12 18 00 01.JPG, 470,175.193542,162.506133,120.682892,29.135832,0.382199,0.354521,0.263280,-0.037570,458.382568,-96.333891,168.743084,161.579092,114.702986,39.712114,0.379177,0.363079,0.257745,-0.021688,445.025163,-100.916204
2022 07 13 05 00 01.JPG, 471,193.725035,167.502010,122.562070,18.716914,0.400433,0.346229,0.253338,-0.072594,483.789115,-116.102905,187.159325,164.876900,107.649488,34.944986,0.407146,0.358673,0.234181,-0.063296,459.685713,-136.737249
2022 07 13 06 00 00.JPG, 472,184.531475,165.243665,129.965537,15.990317,0.384648,0.344444,0.270908,-0.055143,479.740678,-89.844065,183.043776,169.525631,121.238709,34.768777,0.386325,0.357794,0.255881,-0.038342,473.808116,-110.091989
2022 07 13 07 00 00.JPG, 473,175.902909,158.307130,121.695948,19.015404,0.385832,0.347236,0.266932,-0.052649,455.905988,-90.818143,194.175308,182.377197,127.075045,43.504041,0.385553,0.362127,0.252319,-0.031332,503.627551,-122.402414
2022 07 13 08 00 00.JPG, 474,179.713430,166.355756,131.905050,21.093033,0.375990,0.348043,0.275967,-0.038598,477.974236,-82.259086,180.463374,172.204382,127.538454,36.406936,0.375804,0.358605,0.265591,-0.023419,480.206210,-97.590848
2022 07 13 09 00 00.JPG, 475,182.917204,164.755174,125.398374,21.194769,0.386659,0.348268,0.265073,-0.052239,473.070752,-96.875629,184.407819,171.900818,120.737735,38.656083,0.386562,0.360344,0.253094,-0.035102,477.046372,-114.833167
2022 07 13 10 00 01.JPG, 476,175.723863,163.999810,128.651067,23.624688,0.375178,0.350147,0.274676,-0.034511,468.374740,-82.421538,176.260423,168.781540,123.035673,38.266983,0.376562,0.360584,0.262853,-0.021675,468.077636,-98.970616
2022 07 13 10 09 14.JPG, 477,174.237143,156.574205,106.646678,32.264589,0.398295,0.357918,0.243787,-0.053393,437.458025,-117.517993,173.329914,157.599851,98.262556,43.607233,0.403851,0.367201,0.228948,-0.047533,429.192322,-134.404654
2022 07 13 11 09 13.JPG, 478,180.639031,159.451351,116.314577,21.949095,0.395787,0.349364,0.254850,-0.062300,456.404958,-107.461229,184.036008,164.811590,112.133223,33.453949,0.399227,0.357524,0.243249,-0.055108,460.980822,-124.581152
2022 07 13 12 09 13.JPG, 479,175.215396,158.073465,118.591848,22.339686,0.387747,0.349812,0.262441,-0.051433,451.880710,-96.105166,180.284291,165.625367,115.224539,35.741903,0.390958,0.359170,0.249872,-0.042378,461.134198,-115.460580
2022 07 13 13 09 14.JPG, 480,169.970099,151.668005,108.238716,25.127196,0.395393,0.352817,0.251790,-0.056903,429.876821,-105.160672,181.460959,163.774957,108.020036,38.068918,0.400350,0.361330,0.238320,-0.051229,453.255952,-129.195843
2022 07 13 14 09 13.JPG, 481,148.579707,130.577503,90.451000,22.124298,0.401992,0.353286,0.244721,-0.064488,369.608210,-98.255210,178.633726,161.714574,103.560637,41.234785,0.402411,0.364297,0.233293,-0.049711,443.908938,-133.227027
2022 07 13 15 09 13.JPG, 482,148.595765,132.392392,86.076011,30.113008,0.404822,0.360679,0.234499,-0.057666,367.064168,-108.836135,172.411154,156.520079,95.151469,45.477535,0.406551,0.369079,0.224370,-0.048311,424.082703,-138.628295
2022 07 13 16 09 14.JPG, 483,131.982731,124.072221,95.588339,20.573372,0.375331,0.352835,0.271833,-0.030894,351.643291,-64.878275,188.697654,176.152439,118.002048,45.605176,0.390798,0.364817,0.244385,-0.034385,482.852141,-128.845997
2022 07 13 17 09 13.JPG, 484,179.436087,157.631213,93.924341,41.901998,0.416333,0.365741,0.217926,-0.064690,430.991642,-149.218618,184.672923,166.518528,97.224654,51.139479,0.411834,0.371348,0.216818,-0.051694,448.416105,-156.742143
2022 07 13 18 09 14.JPG, 485,193.148073,167.314263,103.051318,38.429136,0.416704,0.360969,0.222326,-0.071669,463.513654,-154.359701,189.616042,169.733695,100.531432,49.319915,0.412315,0.369082,0.218603,-0.055329,459.881169,-158.286873
2022 07 14 05 00 00.JPG, 486,133.768644,153.939591,144.500841,29.609698,0.309500,0.356169,0.334331,0.070109,432.209076,1.293446,167.018794,178.304922,145.300338,44.290712,0.340421,0.363425,0.296154,0.032683,490.624055,-54.723040
2022 07 14 06 00 00.JPG, 487,167.917642,169.661757,143.543241,27.862631,0.349012,0.352637,0.298351,0.005167,481.122640,-50.492918,168.623151,174.245270,140.751141,39.116248,0.348669,0.360294,0.291037,0.016397,483.619562,-61.366140
2022 07 14 07 00 01.JPG, 488,166.805318,163.821758,133.870894,26.967304,0.359109,0.352686,0.288206,-0.009024,464.497970,-62.885289,185.164303,182.649440,138.537820,41.596758,0.365683,0.360717,0.273600,-0.006837,506.351563,-90.738103
2022 07 14 08 00 00.JPG, 489,182.224415,168.397535,125.140958,29.429698,0.383015,0.353953,0.263032,-0.039435,475.762907,-100.340034,178.800626,167.027391,119.739657,35.514499,0.384049,0.358761,0.257191,-0.034044,465.567675,-106.348703
2022 07 14 09 00 00.JPG, 490,183.845371,170.345863,127.892203,28.954152,0.381356,0.353353,0.265291,-0.038114,482.083437,-98.406828,181.530021,172.241086,122.182889,40.769261,0.381402,0.361886,0.256712,-0.026257,475.953997,-109.405328
2022 07 14 10 00 01.JPG, 491,184.200329,170.643069,130.937209,26.148599,0.379184,0.351276,0.269540,-0.038206,485.780607,-92.968981,179.856483,171.690736,122.642883,40.882105,0.379292,0.362072,0.258637,-0.023228,474.190102,-106.261452
2022 07 14 11 00 00.JPG, 492,179.286322,163.077270,118.107701,28.760517,0.389354,0.354153,0.256493,-0.047345,460.471292,-106.148190,180.133195,167.236727,112.330315,42.009944,0.391849,0.363795,0.244356,-0.037126,459.700237,-122.709293
2022 07 14 12 00 01.JPG, 493,178.600355,161.840483,121.193138,23.887473,0.386887,0.350582,0.262531,-0.049230,461.633976,-98.054561,180.038086,165.671581,118.228570,33.076506,0.388065,0.357098,0.254837,-0.041557,463.938236,-109.252526
2022 07 14 13 00 00.JPG, 494,179.360193,159.854893,114.083762,26.265831,0.395678,0.352648,0.251675,-0.057501,453.298848,-111.047562,183.878045,166.143715,111.630821,36.778565,0.398304,0.359889,0.241807,-0.050666,461.652582,-126.760118
2022 07 14 14 00 00.JPG, 495,175.566710,158.906345,116.227127,26.018853,0.389542,0.352577,0.257881,-0.049811,450.700181,-102.018801,179.030584,163.758693,113.627468,34.859334,0.392252,0.358792,0.248956,-0.044552,456.416745,-115.534341
2022 07 14 15 00 01.JPG, 496,161.256635,154.363472,121.572727,25.897582,0.368846,0.353079,0.278076,-0.021840,437.192833,-72.474652,168.434758,162.432431,121.041111,35.388992,0.372719,0.359437,0.267844,-0.018141,451.908299,-88.784968
2022 07 14 16 00 00.JPG, 497,172.418692,158.669296,115.753786,29.166114,0.385861,0.355091,0.259049,-0.041528,446.841774,-99.580417,175.649389,164.806364,115.423756,38.539584,0.385298,0.361513,0.253189,-0.031849,455.879509,-109.608241
2022 07 14 17 00 00.JPG, 498,173.878724,154.863829,99.806543,36.042391,0.405738,0.361368,0.232894,-0.057841,428.549097,-129.129467,179.353187,164.419391,102.460777,47.024819,0.401927,0.368461,0.229613,-0.043441,446.233355,-138.851024
2022 07 14 18 00 01.JPG, 499,180.429509,162.580055,113.790157,30.940444,0.394986,0.355911,0.249103,-0.052038,456.799722,-115.429250,179.042456,166.222281,111.346515,42.055591,0.392111,0.364035,0.243854,-0.037131,456.611253,-122.571707
2022 07 15 05 00 00.JPG, 500,178.645198,163.919062,126.011821,23.181106,0.381251,0.349824,0.268925,-0.042988,468.576080,-90.540618,180.165921,169.411744,122.712625,35.944943,0.381473,0.358703,0.259825,-0.030763,472.290290,-104.152416
