img,idx_label,RGB.ROI_31.redDN,RGB.ROI_31.greenDN,RGB.ROI_31.blueDN,RGB.ROI_31.2G_RBi,RGB.ROI_31.pctR,RGB.ROI_31.pctG,RGB.ROI_31.pctB,RGB.ROI_31.nNDVI,RGB.ROI_31.totalRGB,RGB.ROI_31.AnyColor,RGB.ROI_32.redDN,RGB.ROI_32.greenDN,RGB.ROI_32.blueDN,RGB.ROI_32.2G_RBi,RGB.ROI_32.pctR,RGB.ROI_32.pctG,RGB.ROI_32.pctB,RGB.ROI_32.nNDVI,RGB.ROI_32.totalRGB,RGB.ROI_32.AnyColor
2022 07 13 14 00 40.JPG,305,149.322582,141.872886,70.864170,63.559020,0.412425,0.391849,0.195725,-0.025583,362.059637,-149.467129,157.057355,146.272258,62.874067,72.613095,0.428880,0.399429,0.171692,-0.035556,366.203681,-177.581479
2022 07 13 15 00 40.JPG,306,158.026192,152.435045,75.854475,70.989423,0.409060,0.394587,0.196354,-0.018009,386.315712,-158.752287,153.513323,145.694948,63.401590,74.474984,0.423357,0.401795,0.174848,-0.026130,362.609861,-172.405092
2022 07 13 16 00 40.JPG,307,172.402580,164.217161,80.918650,75.113092,0.412902,0.393298,0.193799,-0.024317,417.538392,-174.782441,162.499597,152.101691,59.814316,81.889470,0.434009,0.406238,0.159754,-0.033051,374.415605,-194.972656
2022 07 13 17 00 41.JPG,308,186.135005,178.367134,87.294158,83.305106,0.411989,0.394795,0.193216,-0.021311,451.796297,-189.913824,175.666549,166.678999,62.215061,95.476389,0.434216,0.412000,0.153784,-0.026253,404.560609,-217.915427
2022 07 13 18 00 40.JPG,309,202.588059,194.953830,105.887266,81.432336,0.402416,0.387252,0.210332,-0.019204,503.429155,-185.767358,187.010604,180.139515,78.015401,95.253024,0.420092,0.404657,0.175250,-0.018715,445.165519,-211.119316
2022 07 14 05 00 01.JPG,310,109.373268,125.988491,84.584710,58.019005,0.341849,0.393780,0.264371,0.070594,319.946469,-66.192338,196.768464,194.472595,110.189657,81.987070,0.392414,0.387835,0.219751,-0.005868,501.430717,-170.861745
2022 07 14 06 00 00.JPG,311,94.532283,109.354736,68.787744,55.389444,0.346685,0.401045,0.252270,0.072699,272.674763,-66.311530,166.832153,170.180961,91.271602,82.258167,0.389536,0.397355,0.213110,0.009937,428.284716,-154.469909
2022 07 14 07 00 00.JPG,312,111.723009,119.840144,68.086031,59.871247,0.372846,0.399935,0.227219,0.035054,299.649184,-95.391090,186.450721,184.582627,93.319970,89.394563,0.401528,0.397505,0.200968,-0.005035,464.353318,-184.393409
2022 07 14 08 00 01.JPG,313,119.121605,119.891923,64.843236,55.819005,0.392032,0.394567,0.213401,0.003223,303.856764,-109.327056,183.153264,177.845876,89.173421,83.365067,0.406851,0.395062,0.198087,-0.014702,450.172561,-182.652298
2022 07 14 09 00 00.JPG,314,119.460153,120.659874,65.290185,56.569410,0.391147,0.395075,0.213779,0.004996,305.410212,-109.539657,179.025001,174.375972,89.686105,80.040838,0.404040,0.393548,0.202412,-0.013155,443.087077,-174.028764
2022 07 14 10 00 00.JPG,315,108.025063,113.768298,61.044978,58.466556,0.381932,0.402238,0.215830,0.025895,282.838339,-99.703404,173.620750,171.976822,88.636670,81.696224,0.399832,0.396046,0.204122,-0.004757,434.234242,-168.324231
2022 07 14 11 00 01.JPG,316,116.253655,116.686381,59.872974,57.246133,0.397024,0.398501,0.204475,0.001858,292.813011,-113.194088,170.425782,165.069288,81.197299,78.515493,0.408997,0.396142,0.194861,-0.015966,416.692369,-173.100471
2022 07 14 12 00 00.JPG,317,149.926795,148.653928,84.633207,62.747853,0.391235,0.387914,0.220851,-0.004263,383.213930,-129.314309,171.292326,167.152947,89.593215,73.420354,0.400180,0.390509,0.209311,-0.012231,428.038489,-159.258843
2022 07 14 13 00 00.JPG,318,148.479401,141.956949,77.140240,58.294256,0.403941,0.386197,0.209862,-0.022457,367.576590,-136.155869,169.679840,160.207071,81.391037,69.343264,0.412567,0.389535,0.197898,-0.028715,411.277948,-167.104836
2022 07 14 14 00 01.JPG,319,153.947220,152.111348,86.832983,63.442494,0.391831,0.387159,0.221010,-0.005998,392.891551,-132.392602,169.036926,163.542387,85.441416,72.606431,0.404375,0.391230,0.204395,-0.016521,418.020729,-161.696482
2022 07 14 15 00 00.JPG,320,151.044317,155.417130,96.893948,62.895995,0.374470,0.385311,0.240220,0.014269,403.355394,-112.673551,158.358203,160.544706,90.953053,71.778156,0.386375,0.391710,0.221915,0.006856,409.855963,-136.996803
2022 07 14 16 00 01.JPG,321,162.939109,161.532247,90.754887,69.370498,0.392410,0.389022,0.218567,-0.004336,415.226243,-142.961581,166.416961,163.303300,83.132191,77.057448,0.403091,0.395549,0.201361,-0.009443,412.852453,-163.455878
2022 07 14 17 00 00.JPG,322,181.521674,176.657174,90.634317,81.158357,0.404448,0.393610,0.201942,-0.013581,448.813165,-176.910213,175.270011,169.085114,71.273654,91.626562,0.421698,0.406818,0.171484,-0.017961,415.628779,-201.807817
2022 07 14 18 00 00.JPG,323,173.528540,172.620910,96.422375,75.290905,0.392091,0.390040,0.217868,-0.002622,442.571826,-153.304701,176.093228,174.073731,87.493432,84.560803,0.402351,0.397737,0.199912,-0.005767,437.660391,-175.180094
2022 07 15 05 00 00.JPG,324,146.892530,149.982803,91.818684,61.254393,0.377913,0.385863,0.236224,0.010409,388.694017,-113.237965,172.282666,171.388419,97.913362,72.580810,0.390147,0.388122,0.221732,-0.002602,441.584446,-147.844360
2022 07 15 06 00 00.JPG,325,151.575630,153.449998,93.670934,61.653432,0.380178,0.384879,0.234943,0.006145,398.696562,-117.683760,170.334423,168.826581,96.234138,71.084602,0.391218,0.387755,0.221027,-0.004446,435.395142,-146.692729
2022 07 15 07 00 01.JPG,326,130.231860,130.879390,68.880162,62.646759,0.394652,0.396615,0.208733,0.002480,329.991412,-123.350927,189.043442,179.335817,84.540343,85.087849,0.417389,0.395955,0.186656,-0.026352,452.919603,-199.298573
2022 07 15 08 00 00.JPG,327,100.184344,109.510729,60.723954,58.113160,0.370478,0.404967,0.224555,0.044476,270.419026,-88.247166,187.001808,183.289935,89.359479,90.218584,0.406834,0.398759,0.194407,-0.010024,459.651221,-191.572785
2022 07 15 09 00 00.JPG,328,93.092766,100.031978,49.796459,57.174732,0.383222,0.411788,0.204990,0.035931,242.921203,-93.531827,181.446516,176.780805,83.599035,88.516059,0.410674,0.400114,0.189212,-0.013024,441.826356,-191.029250
2022 07 15 10 00 01.JPG,329,110.193058,110.966172,54.565756,57.173529,0.399648,0.402452,0.197899,0.003496,275.724987,-112.027717,176.829275,170.172228,79.581359,83.933823,0.414525,0.398920,0.186555,-0.019184,426.582861,-187.838785
2022 07 15 11 00 00.JPG,330,148.401711,146.485338,79.516283,65.052682,0.396369,0.391250,0.212381,-0.006499,374.403332,-135.854482,173.082504,167.300616,84.783909,76.734819,0.407093,0.393494,0.199413,-0.016986,425.167029,-170.815301
2022 07 15 12 00 00.JPG,331,139.483683,134.613783,66.060525,63.683359,0.410056,0.395739,0.194205,-0.017767,340.157992,-141.976415,175.464467,166.041313,76.317742,80.300417,0.419949,0.397396,0.182655,-0.027593,417.823522,-188.870297
2022 07 15 13 00 01.JPG,332,156.385628,151.781085,79.425265,67.751277,0.403480,0.391600,0.204920,-0.014942,387.591979,-149.316183,176.847176,168.512648,87.186559,72.991560,0.408851,0.389583,0.201566,-0.024133,432.546383,-170.986706
2022 07 15 14 00 00.JPG,333,141.277790,141.087202,73.091889,67.804724,0.397454,0.396918,0.205628,-0.000675,355.456882,-136.181214,171.170712,167.729977,85.259113,79.030128,0.403552,0.395441,0.201007,-0.010153,424.159801,-168.382464
2022 07 15 15 00 00.JPG,334,153.675399,149.465903,77.708216,67.548192,0.403507,0.392454,0.204039,-0.013886,380.849518,-147.724870,174.922205,167.839352,84.527405,76.229095,0.409377,0.392801,0.197823,-0.020664,427.288961,-173.706747
2022 07 15 16 00 00.JPG,335,157.488376,153.969119,80.286454,70.163408,0.402019,0.393035,0.204946,-0.011299,391.743948,-150.884587,174.826968,168.504148,83.460719,78.720609,0.409631,0.394816,0.195554,-0.018416,426.791835,-176.409678
2022 07 15 17 00 00.JPG,336,155.213253,151.612396,80.097566,67.913973,0.401147,0.391841,0.207012,-0.011736,386.923215,-146.630516,173.871740,167.798104,84.635670,77.088798,0.407857,0.393610,0.198533,-0.017776,426.305515,-172.398504
2022 07 15 18 00 01.JPG,337,154.734172,152.319762,81.752399,68.152952,0.397972,0.391763,0.210265,-0.007863,388.806333,-143.549137,174.130979,169.159874,86.756697,77.432072,0.404911,0.393352,0.201737,-0.014481,430.047550,-169.777459
2022 07 16 05 00 00.JPG,338,165.445149,163.704166,91.483777,70.479407,0.393324,0.389185,0.217491,-0.005289,420.633092,-146.181761,200.948639,199.319412,108.296702,89.393483,0.395129,0.391925,0.212946,-0.004070,508.564754,-183.674647
2022 07 16 06 00 01.JPG,339,158.112246,156.158371,88.601817,65.602678,0.392462,0.387612,0.219925,-0.006217,402.872433,-137.066983,179.138862,177.905163,96.842024,79.829439,0.394678,0.391960,0.213362,-0.003455,453.886049,-163.359976
2022 07 16 07 00 00.JPG,340,166.454548,154.526038,70.146741,72.450788,0.425576,0.395079,0.179345,-0.037163,391.127327,-180.687103,183.925411,171.091027,74.940023,83.316620,0.427777,0.397926,0.174297,-0.036152,429.956461,-205.136392
2022 07 16 08 00 00.JPG,341,158.993064,147.424556,66.871061,68.984988,0.425925,0.394934,0.179140,-0.037754,373.288681,-172.675499,184.904605,172.093671,76.572714,82.710022,0.426469,0.396922,0.176609,-0.035885,433.570990,-203.852848
2022 07 16 09 00 01.JPG,342,156.414204,147.544563,62.331847,76.343075,0.427022,0.402807,0.170170,-0.029180,366.290613,-179.295072,183.173338,172.293226,71.889231,89.523884,0.428620,0.403161,0.168219,-0.030608,427.355796,-211.688101
2022 07 16 10 00 00.JPG,343,169.513353,155.748839,66.968568,75.015756,0.432178,0.397085,0.170738,-0.042318,392.230761,-191.325056,184.815013,169.965718,69.239827,85.876596,0.435863,0.400843,0.163294,-0.041855,424.020558,-216.301077
2022 07 16 11 00 00.JPG,344,161.649593,151.259036,66.611370,74.257109,0.425932,0.398554,0.175515,-0.033206,379.519999,-179.685889,183.201262,170.956757,72.635920,86.076331,0.429250,0.400560,0.170190,-0.034574,426.793939,-208.886178
2022 07 16 12 00 01.JPG,345,159.012248,146.560645,64.074247,70.034795,0.430173,0.396488,0.173339,-0.040748,369.647140,-177.424398,183.709679,168.828676,70.942915,83.004757,0.433808,0.398669,0.167523,-0.042211,423.481270,-210.652524
2022 07 16 13 00 00.JPG,346,166.783817,151.640845,72.694126,63.803746,0.426428,0.387710,0.185862,-0.047556,391.118788,-173.036409,179.919733,161.957803,67.833159,76.162715,0.439138,0.395298,0.165564,-0.052539,409.710695,-206.211218
2022 07 16 14 00 00.JPG,347,159.458946,147.414277,75.707962,59.661646,0.416798,0.385315,0.197887,-0.039250,382.581185,-155.457300,178.986758,162.725049,76.491850,69.971491,0.427989,0.389105,0.182906,-0.047589,418.203657,-188.728107
2022 07 16 15 00 01.JPG,348,160.390033,152.118044,77.368803,66.477252,0.411386,0.390169,0.198444,-0.026470,389.876879,-157.770470,178.300014,165.312582,77.718893,74.606257,0.423182,0.392358,0.184460,-0.037797,421.331489,-188.174810
2022 07 16 16 00 00.JPG,349,158.160461,153.042944,81.259036,66.666390,0.402995,0.389956,0.207049,-0.016444,392.462442,-148.685333,175.968282,166.226811,82.201555,74.283785,0.414632,0.391678,0.193690,-0.028468,424.396648,-177.791983
2022 07 16 17 00 00.JPG,350,160.613073,153.240160,80.230069,65.637178,0.407561,0.388852,0.203587,-0.023492,394.083301,-153.393095,177.688843,166.245575,81.986099,72.816207,0.417188,0.390321,0.192492,-0.033272,425.920517,-179.962220
2022 07 16 18 00 01.JPG,351,162.126860,153.539598,80.414611,64.537726,0.409327,0.387647,0.203026,-0.027204,396.081069,-154.837236,177.121548,164.941039,80.519367,72.241162,0.419141,0.390317,0.190541,-0.035609,422.581954,-181.023853
2022 07 17 05 00 01.JPG,352,145.738254,142.220514,73.748796,64.953977,0.402917,0.393192,0.203891,-0.012216,361.707564,-140.461177,181.060046,172.293167,83.955380,79.570908,0.414033,0.393985,0.191982,-0.024811,437.308593,-185.442453
2022 07 17 06 00 00.JPG,353,157.054319,145.131051,70.210689,62.997095,0.421740,0.389722,0.188538,-0.039457,372.396058,-161.763992,185.244956,169.620771,76.132692,77.863896,0.429804,0.393553,0.176643,-0.044028,430.998419,-202.600344
2022 07 17 07 00 00.JPG,354,155.134179,148.797347,79.950429,62.510086,0.404119,0.387612,0.208268,-0.020850,383.881955,-144.030668,177.844235,166.566089,81.626878,73.661064,0.417438,0.390966,0.191596,-0.032746,426.037201,-181.156568
2022 07 17 08 00 01.JPG,355,163.529866,152.703802,77.551622,64.326117,0.415277,0.387784,0.196939,-0.034234,393.785290,-161.130425,180.128068,165.604382,78.004509,73.076187,0.425094,0.390819,0.184087,-0.042008,423.736959,-189.723431
2022 07 17 09 00 00.JPG,356,157.915890,153.050467,81.582193,66.602850,0.402284,0.389889,0.207827,-0.015646,392.548550,-147.801970,174.617377,165.444793,81.675422,74.596786,0.414043,0.392293,0.193664,-0.026973,421.737591,-176.711325
2022 07 17 10 00 00.JPG,357,164.470964,150.976485,77.097019,60.384987,0.418987,0.384610,0.196403,-0.042779,392.544468,-161.253410,184.468290,166.895829,79.449389,69.873980,0.428186,0.387397,0.184417,-0.050012,430.813508,-192.465341
2022 07 17 11 00 01.JPG,358,162.892230,151.685787,70.001512,70.477832,0.423559,0.394420,0.182021,-0.035624,384.579529,-174.574993,182.176716,166.846506,70.304809,81.211487,0.434449,0.397890,0.167661,-0.043923,419.328031,-208.413604
2022 07 17 12 00 00.JPG,359,167.934754,154.000875,68.545535,71.521461,0.430071,0.394387,0.175541,-0.043282,390.481164,-184.844557,183.494275,166.418869,66.670242,82.673219,0.440474,0.399485,0.160041,-0.048799,416.583387,-216.572659
2022 07 17 13 00 00.JPG,360,169.918965,154.327680,66.051883,72.684513,0.435356,0.395409,0.169234,-0.048085,390.298528,-192.142880,185.552092,167.488717,65.742415,83.682926,0.443074,0.399941,0.156984,-0.051165,418.783225,-221.555979
2022 07 17 14 00 01.JPG,361,166.435290,149.353656,60.947037,71.324984,0.441782,0.396441,0.161777,-0.054092,376.735982,-193.894871,187.517168,168.134126,64.036767,84.714318,0.446801,0.400617,0.152582,-0.054500,419.688061,-227.577760
2022 07 17 15 00 00.JPG,362,168.203026,149.921154,61.076732,70.562549,0.443572,0.395361,0.161067,-0.057468,379.200913,-195.970716,187.091246,166.023988,61.074388,83.882342,0.451704,0.400841,0.147455,-0.059661,414.189621,-230.966459
2022 07 17 16 00 00.JPG,363,166.473673,150.733582,62.109725,72.883766,0.438877,0.397382,0.163741,-0.049621,379.316981,-192.987805,186.514090,167.671745,63.932689,84.896712,0.446079,0.401015,0.152906,-0.053199,418.118524,-226.320457
2022 07 17 17 00 01.JPG,364,165.093512,148.432040,57.841371,73.929195,0.444556,0.399691,0.155753,-0.053142,371.366923,-197.842810,186.576732,167.159980,60.586662,87.156566,0.450317,0.403453,0.146230,-0.054890,414.323374,-232.563387
2022 07 17 18 00 00.JPG,365,168.106041,152.979236,62.738187,75.114244,0.437978,0.398567,0.163456,-0.047111,383.823464,-195.608904,186.447944,168.756666,64.048345,87.017043,0.444715,0.402518,0.152768,-0.049806,419.252955,-227.107921
2022 07 18 05 00 00.JPG,366,152.665855,151.868085,73.752501,77.317816,0.403572,0.401463,0.194965,-0.002620,378.286441,-157.028939,175.782731,169.898578,78.709536,85.304889,0.414200,0.400335,0.185465,-0.017022,424.390844,-188.262236
2022 07 18 06 00 00.JPG,367,161.999402,149.439381,61.588327,75.291034,0.434283,0.400613,0.165104,-0.040329,373.027110,-188.262130,184.717862,167.979596,65.691574,85.549757,0.441498,0.401491,0.157011,-0.047458,418.389032,-221.314311
2022 07 18 07 00 01.JPG,368,156.835681,151.521287,72.296311,73.910583,0.412017,0.398056,0.189927,-0.017235,380.653279,-163.764347,177.224749,169.786934,76.456906,85.892213,0.418507,0.400943,0.180549,-0.021434,423.468589,-194.097870
2022 07 18 08 00 00.JPG,369,161.771617,147.730879,65.069815,68.620326,0.431884,0.394399,0.173718,-0.045366,374.572310,-179.362866,182.374211,165.599133,65.337443,83.486613,0.441252,0.400665,0.158083,-0.048208,413.310786,-217.298459
2022 07 18 09 00 00.JPG,370,161.586590,148.214844,65.267387,69.575711,0.430819,0.395167,0.174014,-0.043162,375.068821,-179.266661,182.457925,166.034325,65.624450,83.986274,0.440595,0.400936,0.158468,-0.047128,414.116700,-217.243351
2022 07 18 10 00 01.JPG,371,161.309479,151.523195,70.557076,71.179836,0.420745,0.395220,0.184035,-0.031283,383.389750,-171.718522,179.478774,167.268010,70.708993,84.348252,0.429935,0.400684,0.169381,-0.035215,417.455777,-205.328798
2022 07 18 11 00 00.JPG,372,156.644648,144.776837,68.291435,64.617592,0.423693,0.391593,0.184715,-0.039373,369.712920,-164.838615,179.123698,164.778416,70.522779,79.910357,0.432222,0.397607,0.170170,-0.041713,414.424893,-202.856557
2022 07 18 12 00 00.JPG,373,162.793783,149.322309,62.272504,73.578330,0.434826,0.398843,0.166331,-0.043162,374.388596,-187.571085,182.664213,166.988265,61.713226,89.599091,0.444043,0.405936,0.150020,-0.044833,411.365704,-226.226025
2022 07 18 13 00 01.JPG,374,166.567112,150.501168,59.672393,74.762831,0.442127,0.399482,0.158391,-0.050670,376.740673,-197.723494,183.479399,165.772211,60.781283,87.283741,0.447475,0.404290,0.148235,-0.050700,410.032893,-227.689046
2022 07 18 14 00 00.JPG,375,168.295645,149.393347,64.418781,66.072268,0.440440,0.390972,0.168588,-0.059499,382.107774,-188.851430,186.762977,165.242318,63.475639,80.246020,0.449510,0.397713,0.152776,-0.061137,415.480934,-225.054017
2022 07 18 15 00 00.JPG,376,165.018652,149.709393,60.665742,73.734391,0.439588,0.398806,0.161606,-0.048643,375.393786,-193.396562,185.420831,165.823473,64.093117,82.132999,0.446434,0.399250,0.154316,-0.055794,415.337421,-223.058071
2022 07 18 16 00 01.JPG,377,170.604517,150.084644,63.115519,66.449251,0.444509,0.391044,0.164447,-0.063987,383.804679,-194.458122,187.665283,164.472699,61.352576,79.927539,0.453856,0.397767,0.148377,-0.065862,413.490558,-229.432830
2022 07 18 17 00 00.JPG,378,186.447781,167.439131,73.667512,74.762968,0.436080,0.391621,0.172300,-0.053714,427.554423,-206.551887,177.699483,155.673724,48.087701,85.560265,0.465839,0.408099,0.126062,-0.066069,381.460908,-237.197804
2022 07 18 18 00 00.JPG,379,178.367928,169.369938,96.597079,63.774869,0.401427,0.381176,0.217397,-0.025876,444.334945,-154.543708,177.879545,167.118957,83.650596,72.707774,0.414977,0.389874,0.195149,-0.031190,428.649098,-177.697309
2022 07 19 07 00 00.JPG,380,164.821650,148.563490,63.564357,68.740973,0.437251,0.394120,0.168628,-0.051879,376.949497,-186.256425,185.083360,166.374754,64.143468,83.522680,0.445338,0.400323,0.154339,-0.053231,415.601581,-223.171178
2022 07 19 08 00 00.JPG,381,164.846756,147.376931,62.815085,67.092021,0.439546,0.392965,0.167490,-0.055953,375.038772,-186.593517,185.692705,166.089564,64.681537,81.804886,0.445880,0.398809,0.155311,-0.055725,416.463805,-222.419195
2022 07 19 09 00 01.JPG,382,164.561250,148.316306,63.164781,68.906580,0.437614,0.394414,0.167973,-0.051921,376.042337,-186.547994,184.675172,166.082344,63.922823,83.566693,0.445343,0.400507,0.154150,-0.053008,414.680339,-222.911871
2022 07 19 10 00 00.JPG,383,165.332381,148.871355,58.072140,74.338190,0.444113,0.399895,0.155992,-0.052390,372.275875,-198.059456,185.590269,166.686337,58.506469,89.275935,0.451796,0.405777,0.142427,-0.053662,410.783075,-235.263668
2022 07 19 11 00 00.JPG,384,166.006744,147.092359,57.244654,70.933319,0.448250,0.397178,0.154572,-0.060410,370.343757,-198.609794,188.130306,166.438302,59.567740,85.178557,0.454271,0.401893,0.143836,-0.061179,414.136348,-235.433128
2022 07 19 12 00 01.JPG,385,152.447579,134.057373,56.217580,59.449587,0.444813,0.391154,0.164032,-0.064188,342.722532,-174.069792,182.899024,160.857043,62.522814,76.292248,0.450181,0.395928,0.153891,-0.064121,406.278881,-218.710439
2022 07 19 13 00 00.JPG,386,166.359291,146.563896,62.801446,63.967054,0.442769,0.390083,0.167148,-0.063260,375.724632,-187.320295,189.032797,166.052975,64.080715,78.992439,0.450973,0.396150,0.152877,-0.064716,419.166487,-226.924342
