img,idx_label,RGB.ROI_31.redDN,RGB.ROI_31.greenDN,RGB.ROI_31.blueDN,RGB.ROI_31.2G_RBi,RGB.ROI_31.pctR,RGB.ROI_31.pctG,RGB.ROI_31.pctB,RGB.ROI_31.nNDVI,RGB.ROI_31.totalRGB,RGB.ROI_31.AnyColor,RGB.ROI_32.redDN,RGB.ROI_32.greenDN,RGB.ROI_32.blueDN,RGB.ROI_32.2G_RBi,RGB.ROI_32.pctR,RGB.ROI_32.pctG,RGB.ROI_32.pctB,RGB.ROI_32.nNDVI,RGB.ROI_32.totalRGB,RGB.ROI_32.AnyColor
2022 07 19 14 00 00.JPG,387,161.491809,148.030261,67.759639,66.809074,0.428040,0.392360,0.179600,-0.043491,377.281708,-174.002792,180.282614,163.751922,68.135897,79.085333,0.437398,0.397292,0.165310,-0.048050,412.170434,-207.762743
2022 07 19 15 00 01.JPG,388,160.583766,144.919191,63.200353,66.054264,0.435537,0.393051,0.171412,-0.051275,368.703310,-179.102251,182.838695,164.793930,65.708526,81.040638,0.442343,0.398687,0.158969,-0.051908,413.341151,-216.215571
2022 07 19 16 00 00.JPG,389,167.228165,147.425650,71.232424,56.390711,0.433361,0.382044,0.184594,-0.062934,385.886238,-172.188967,181.397129,159.299709,65.689333,71.512956,0.446366,0.391991,0.161643,-0.064859,406.386171,-209.318173
2022 07 19 17 00 00.JPG,390,167.694091,155.491520,82.668896,60.620054,0.413188,0.383121,0.203691,-0.037757,405.854507,-157.847819,177.331010,162.249651,76.611824,70.556467,0.426079,0.389843,0.184078,-0.044412,416.192485,-186.357013
2022 07 19 18 00 01.JPG,391,179.955487,171.486763,88.301381,74.716659,0.409228,0.389970,0.200802,-0.024097,439.743632,-174.839490,185.548300,173.482703,71.350338,90.066767,0.431125,0.403091,0.165784,-0.033606,430.381341,-216.330325
2022 07 20 05 00 00.JPG,392,163.197759,152.886502,85.801581,56.773664,0.406080,0.380423,0.213497,-0.032622,401.885842,-144.481098,181.716796,166.795736,83.437541,68.437135,0.420689,0.386146,0.193165,-0.042814,431.950073,-181.637450
2022 07 20 06 00 00.JPG,393,162.246911,151.152573,85.646397,54.411837,0.406587,0.378785,0.214628,-0.035400,399.045881,-142.106690,180.755262,165.088911,83.897504,65.525056,0.420614,0.384158,0.195228,-0.045299,429.741677,-178.049166
2022 07 20 07 00 00.JPG,394,158.458531,150.754480,88.406079,54.644350,0.398518,0.379143,0.222339,-0.024915,397.619091,-132.400853,177.082243,163.813871,84.047790,66.497710,0.416719,0.385495,0.197786,-0.038922,424.943904,-172.800535
2022 07 20 08 00 01.JPG,395,116.500708,115.467870,58.794645,55.640387,0.400672,0.397120,0.202208,-0.004452,290.763223,-114.379288,185.865283,175.645037,80.659280,84.765510,0.420348,0.397235,0.182417,-0.028271,442.169600,-200.191759
2022 07 20 09 00 00.JPG,396,92.335237,93.716174,43.018294,52.078818,0.403088,0.409116,0.187796,0.007422,229.069705,-100.014823,186.630026,177.106832,75.909362,91.674276,0.424500,0.402839,0.172660,-0.026182,439.646220,-211.918133
2022 07 20 10 00 00.JPG,397,114.865440,108.105225,53.060884,48.284125,0.416132,0.391641,0.192228,-0.030319,276.031549,-116.848898,182.984468,167.861579,70.885947,81.852742,0.433888,0.398029,0.168083,-0.043104,421.731994,-209.074152
2022 07 20 11 00 01.JPG,398,146.794170,142.011211,80.067426,57.160825,0.397953,0.384987,0.217060,-0.016561,368.872807,-128.670529,173.833205,162.907689,82.434433,69.547740,0.414703,0.388639,0.196659,-0.032445,419.175328,-171.872029
2022 07 20 12 00 00.JPG,399,153.075171,145.653699,79.595452,58.636776,0.404614,0.384997,0.210389,-0.024844,378.324322,-139.537967,176.798426,164.334482,79.650825,72.219714,0.420165,0.390544,0.189292,-0.036537,420.783733,-181.831258
2022 07 20 13 00 00.JPG,400,156.434095,151.506227,83.621453,62.956905,0.399513,0.386928,0.213559,-0.016003,391.561774,-140.697415,175.785628,165.788415,80.793120,74.998083,0.416192,0.392522,0.191286,-0.029268,422.367163,-179.987803
2022 07 20 14 00 01.JPG,401,156.908584,149.423459,80.739291,61.199043,0.405374,0.386036,0.208590,-0.024435,387.071334,-144.853460,177.807103,165.812668,79.011834,74.806400,0.420714,0.392334,0.186952,-0.034906,422.631605,-185.596104
2022 07 20 15 00 00.JPG,402,169.014367,159.542475,88.905311,61.165273,0.404862,0.382172,0.212966,-0.028829,417.462153,-150.746220,175.990799,160.334072,77.709209,66.968135,0.425064,0.387248,0.187688,-0.046552,414.034079,-180.906453
2022 07 20 16 00 00.JPG,403,176.614064,166.850255,84.530371,72.556075,0.412655,0.389842,0.197503,-0.028427,427.994691,-174.403577,177.732239,161.876434,68.432224,77.588406,0.435575,0.396716,0.167709,-0.046688,408.040898,-202.744225
2022 07 20 17 00 01.JPG,404,152.676903,152.914783,93.449050,59.703614,0.382610,0.383206,0.234184,0.000778,399.040736,-118.693587,168.780647,165.067024,92.824113,68.529288,0.395575,0.386871,0.217554,-0.011124,426.671783,-148.199445
2022 07 20 18 00 00.JPG,405,161.540922,157.686734,90.439140,63.393406,0.394323,0.384915,0.220763,-0.012073,409.666796,-138.349376,174.377523,165.801960,85.446045,71.780351,0.409697,0.389549,0.200754,-0.025209,425.625529,-169.287393
2022 07 21 05 00 00.JPG,406,160.381000,151.052737,72.957113,68.767361,0.417234,0.392967,0.189799,-0.029953,384.390849,-165.519511,184.312468,169.786394,77.257324,78.002997,0.427286,0.393611,0.179103,-0.041023,431.356186,-199.584214
2022 07 21 06 00 00.JPG,407,152.135846,143.853164,72.240224,63.330259,0.413155,0.390662,0.196183,-0.027983,368.229234,-151.508563,181.526534,167.635016,76.910879,76.832619,0.426046,0.393443,0.180511,-0.039785,426.072430,-195.339792
2022 07 21 07 00 01.JPG,408,151.189583,139.811570,71.465374,56.968184,0.417113,0.385723,0.197164,-0.039100,362.466527,-148.070407,182.950098,166.973394,79.836530,71.160160,0.425703,0.388527,0.185770,-0.045658,429.760022,-190.250432
2022 07 21 08 00 00.JPG,409,155.154928,143.693549,77.182919,55.049253,0.412612,0.382132,0.205257,-0.038352,376.031396,-144.482640,182.840412,167.075834,82.034572,69.276684,0.423290,0.386794,0.189916,-0.045052,431.950818,-185.847101
2022 07 21 09 00 08.JPG,410,146.346548,140.034362,72.428836,61.293339,0.407867,0.390275,0.201859,-0.022041,358.809745,-141.523237,178.634579,166.350916,81.259928,72.807324,0.419089,0.390270,0.190641,-0.035606,426.245424,-182.465639
2022 07 21 10 00 08.JPG,411,151.226777,146.313606,80.323393,61.077042,0.400215,0.387213,0.212572,-0.016513,377.863775,-136.893597,173.446213,162.553762,81.078703,70.582608,0.415860,0.389744,0.194397,-0.032418,417.078678,-173.842569
2022 07 21 11 00 07.JPG,412,163.427039,156.968883,76.089689,74.421038,0.412189,0.395901,0.191910,-0.020157,396.485612,-168.216545,183.669722,171.733031,80.025255,79.771085,0.421814,0.394401,0.183785,-0.033586,435.428008,-195.352244
2022 07 21 12 00 07.JPG,413,162.619051,155.263065,82.129890,65.777190,0.406535,0.388146,0.205319,-0.023141,400.012006,-153.622338,179.113361,166.032335,81.328179,71.623130,0.419987,0.389314,0.190699,-0.037900,426.473874,-182.489339
2022 07 21 13 00 08.JPG,414,159.785431,151.532334,80.520955,62.758281,0.407784,0.386721,0.205495,-0.026510,391.838720,-150.275854,178.739011,165.416998,83.371334,68.723651,0.418076,0.386916,0.195008,-0.038709,427.527343,-177.413341
2022 07 21 14 00 07.JPG,415,161.369721,151.939880,69.093207,73.416832,0.421989,0.397329,0.180682,-0.030098,382.402808,-175.123187,183.677136,169.182116,73.971517,80.715579,0.430328,0.396368,0.173304,-0.041079,426.830769,-204.916217
2022 07 21 15 00 07.JPG,416,157.140201,146.032508,66.565255,68.359561,0.425004,0.394962,0.180034,-0.036638,369.737964,-170.042199,182.045135,166.182118,74.247696,76.071406,0.430902,0.393354,0.175745,-0.045554,422.474950,-199.731863
2022 07 21 16 00 08.JPG,417,155.291758,148.598898,72.413155,69.492884,0.412677,0.394891,0.192433,-0.022024,376.303811,-159.064345,179.703384,168.072919,79.576926,76.865529,0.420503,0.393288,0.186209,-0.033442,427.353228,-188.622452
2022 07 21 17 00 07.JPG,418,155.494448,148.169668,73.496017,67.348870,0.412277,0.392856,0.194867,-0.024121,377.160133,-156.672082,179.575990,167.488335,81.344736,74.055944,0.419169,0.390954,0.189876,-0.034828,428.409060,-184.374852
2022 07 21 18 00 07.JPG,419,155.815490,149.470304,80.763894,62.361224,0.403615,0.387179,0.209206,-0.020784,386.049688,-143.758006,177.944070,166.911007,86.885764,68.992179,0.412155,0.386600,0.201245,-0.031993,431.740841,-171.083549
2022 07 22 07 00 00.JPG,420,150.200487,140.260969,73.275822,57.045629,0.412937,0.385611,0.201453,-0.034220,363.737278,-143.909811,180.375184,164.665016,81.212212,67.742637,0.423165,0.386309,0.190526,-0.045531,426.252412,-182.615775
2022 07 22 08 00 00.JPG,421,153.425789,144.981708,76.084483,60.453143,0.409690,0.387142,0.203167,-0.028297,374.491980,-146.238531,178.578118,164.953836,81.445886,69.883668,0.420206,0.388147,0.191647,-0.039659,424.977839,-180.640182
2022 07 22 09 00 01.JPG,422,114.574473,113.467826,60.664305,51.696875,0.396854,0.393021,0.210124,-0.004853,288.706604,-106.713689,181.828776,172.552428,84.404597,78.871483,0.414391,0.393250,0.192359,-0.026176,438.785801,-185.572009
2022 07 22 10 00 00.JPG,423,105.181190,106.600919,50.659557,57.361092,0.400779,0.406189,0.193032,0.006704,262.441666,-110.462994,175.805714,167.173388,73.634672,84.906389,0.421987,0.401267,0.176746,-0.025169,416.613775,-195.709758
2022 07 22 11 00 00.JPG,424,105.838343,105.682774,50.741088,54.786117,0.403559,0.402966,0.193475,-0.000735,262.262206,-110.038941,171.942876,161.391491,72.144656,78.695450,0.424049,0.398027,0.177925,-0.031654,405.479023,-189.045055
2022 07 22 12 00 01.JPG,425,143.372065,144.496952,89.378366,56.243474,0.380048,0.383030,0.236922,0.003908,377.247383,-109.112286,168.799447,163.392598,90.002615,67.983134,0.399814,0.387008,0.213178,-0.016276,422.194661,-152.186816
2022 07 22 13 00 00.JPG,426,144.323815,128.245231,54.644989,57.521659,0.441069,0.391931,0.167001,-0.058989,327.214035,-163.279069,166.227623,145.307311,59.582029,64.804969,0.447912,0.391540,0.160548,-0.067152,371.116963,-192.370875
2022 07 22 14 00 00.JPG,427,156.315989,148.755102,77.821452,63.372764,0.408250,0.388504,0.203246,-0.024784,382.892543,-149.428188,178.632075,165.940927,81.167720,72.082058,0.419579,0.389770,0.190651,-0.036832,425.740722,-182.237562
2022 07 22 15 00 01.JPG,428,162.142544,154.372779,87.296761,59.306253,0.401530,0.382289,0.216182,-0.024548,403.812085,-141.921801,180.345410,167.045896,86.683613,67.062769,0.415471,0.384832,0.199697,-0.038284,434.074920,-174.024079
2022 07 22 16 00 00.JPG,429,161.012082,154.371895,74.577548,73.154160,0.412892,0.395864,0.191243,-0.021054,389.961524,-166.228881,181.299886,169.612022,80.439136,77.485021,0.420307,0.393211,0.186482,-0.033307,431.351045,-190.033635
2022 07 22 17 00 00.JPG,430,159.685700,150.770384,73.685589,68.169477,0.415695,0.392486,0.191819,-0.028717,384.141673,-163.084906,179.676255,165.102881,77.209269,73.320239,0.425785,0.391250,0.182965,-0.042269,421.988404,-190.360598
2022 07 22 18 00 01.JPG,431,167.686400,163.659312,90.352345,69.279879,0.397646,0.388096,0.214258,-0.012154,421.698057,-150.641022,180.539032,171.577646,87.965310,74.650950,0.410240,0.389877,0.199884,-0.025450,440.081988,-176.186059
2022 07 23 05 00 01.JPG,432,144.496132,147.397452,95.006931,55.291841,0.373471,0.380970,0.245559,0.009940,386.900515,-101.879722,170.374739,168.223155,100.878512,65.193059,0.387677,0.382781,0.229542,-0.006354,439.476407,-136.840870
2022 07 23 06 00 00.JPG,433,123.513399,142.230865,107.958602,52.989728,0.330512,0.380599,0.288889,0.070434,373.702865,-49.827059,160.530770,171.665304,114.942987,67.856852,0.359018,0.383919,0.257063,0.033518,447.139061,-102.310101
2022 07 23 07 00 00.JPG,434,110.487959,110.044471,61.443160,48.157824,0.391835,0.390262,0.217902,-0.002011,281.975590,-97.646111,189.860395,180.469696,90.931728,80.147269,0.411611,0.391252,0.197137,-0.025358,461.261819,-188.466635
2022 07 23 08 00 01.JPG,435,93.369525,96.891071,52.719860,47.692756,0.384268,0.398761,0.216972,0.018509,242.980456,-84.820875,189.598163,182.038195,87.440200,87.038027,0.412999,0.396531,0.190470,-0.020342,459.076557,-196.755958
2022 07 23 09 00 00.JPG,436,79.261225,83.967207,44.226464,44.446725,0.382065,0.404749,0.213186,0.028831,207.454896,-74.775504,183.081157,175.509625,81.076232,86.861862,0.416409,0.399188,0.184404,-0.021115,439.667014,-196.438318
2022 07 23 10 00 00.JPG,437,77.208916,80.859149,42.115498,42.393883,0.385691,0.403925,0.210384,0.023093,200.183563,-73.837069,175.044347,167.278435,76.321795,83.190728,0.418122,0.399571,0.182307,-0.022686,418.644577,-189.679192
2022 07 23 11 00 01.JPG,438,95.736848,95.903403,45.312942,50.757016,0.404033,0.404736,0.191232,0.000869,236.953193,-101.014367,167.784393,158.297963,70.931721,77.879813,0.422616,0.398721,0.178663,-0.029092,397.014077,-184.218914
2022 07 23 12 00 00.JPG,439,121.742819,117.241832,54.003369,58.737476,0.415521,0.400159,0.184319,-0.018834,292.988020,-130.977912,165.632262,153.821598,67.417870,74.593064,0.428132,0.397604,0.174264,-0.036971,386.871730,-184.618121
2022 07 23 13 00 00.JPG,440,104.078007,102.214633,55.847629,44.503630,0.397032,0.389923,0.213045,-0.009033,262.140269,-94.597382,120.787591,114.131626,59.683929,47.791731,0.410001,0.387408,0.202591,-0.028333,294.603146,-115.551359
2022 07 23 14 00 01.JPG,441,146.528542,139.380025,69.134051,63.097457,0.412707,0.392573,0.194720,-0.025003,355.042618,-147.640466,157.459822,144.477633,61.372192,70.123252,0.433404,0.397671,0.168925,-0.042996,363.309648,-179.193071
2022 07 23 15 00 00.JPG,442,162.287312,154.383424,75.798537,70.681000,0.413503,0.393364,0.193132,-0.024959,392.469273,-165.073663,167.351953,153.818660,63.579429,76.705939,0.434963,0.399789,0.165249,-0.042137,384.750042,-194.011756
2022 07 23 16 00 00.JPG,443,166.874341,158.578276,76.538277,73.743933,0.415120,0.394482,0.190398,-0.025491,401.990893,-172.376064,163.386615,149.958236,57.474672,79.055184,0.440610,0.404397,0.154994,-0.042855,370.819522,-198.395506
2022 07 23 17 00 00.JPG,444,183.072762,175.264549,83.774352,83.681984,0.414087,0.396426,0.189487,-0.021790,442.111663,-190.788606,178.070956,165.763696,62.814694,90.641743,0.437898,0.407633,0.154469,-0.035794,406.649346,-218.205264
2022 07 23 18 00 00.JPG,445,206.559005,201.146036,105.726736,90.006331,0.402311,0.391768,0.205922,-0.013277,513.431777,-196.251568,193.734569,187.283280,84.216304,96.615687,0.416424,0.402557,0.181019,-0.016932,465.234153,-212.585242
2022 07 24 05 00 00.JPG,446,101.956502,121.562495,91.673772,49.494716,0.323473,0.385677,0.290850,0.087715,315.192768,-40.171453,194.061090,188.911583,105.304359,78.457717,0.397441,0.386894,0.215665,-0.013446,488.277032,-172.363956
2022 07 24 06 00 00.JPG,447,90.323119,105.232576,69.715318,50.426715,0.340494,0.396698,0.262808,0.076241,265.271014,-56.125059,170.440439,169.758776,94.473625,74.603488,0.392112,0.390544,0.217344,-0.002004,434.672841,-151.251964
2022 07 24 07 00 01.JPG,448,111.176964,110.308387,62.087511,47.352298,0.392058,0.388995,0.218947,-0.003922,283.572863,-97.310329,190.222586,180.549239,91.407102,79.468791,0.411578,0.390648,0.197774,-0.026090,462.178927,-187.957622
2022 07 24 08 00 00.JPG,449,77.062143,87.330735,51.639723,45.959603,0.356715,0.404248,0.239037,0.062464,216.032601,-61.113432,183.959304,179.823751,90.786233,84.901965,0.404689,0.395592,0.199719,-0.011368,454.569287,-182.210589
2022 07 24 09 00 00.JPG,450,71.596085,76.094463,40.596061,39.996780,0.380251,0.404142,0.215608,0.030458,188.286609,-66.498427,179.422865,172.052784,79.069117,85.613585,0.416735,0.399616,0.183649,-0.020969,430.544766,-193.337414
2022 07 24 10 00 01.JPG,451,81.112615,78.862431,37.429541,39.182706,0.410895,0.399496,0.189608,-0.014066,197.404588,-85.115964,175.898960,164.992963,71.818767,82.268198,0.426204,0.399779,0.174017,-0.031993,412.710690,-197.254388
2022 07 24 11 00 00.JPG,452,101.413291,96.817888,44.744689,47.477796,0.417380,0.398467,0.184153,-0.023182,242.975869,-108.741801,173.197758,161.212733,70.150558,79.077150,0.428113,0.398488,0.173399,-0.035839,404.561048,-194.109375
2022 07 24 12 00 00.JPG,453,115.612926,109.986174,48.266073,56.093350,0.422153,0.401607,0.176240,-0.024941,273.865173,-129.066955,160.004030,147.299119,61.262450,73.331759,0.434126,0.399655,0.166219,-0.041343,368.565599,-184.778249
2022 07 24 13 00 01.JPG,454,152.545158,149.907055,82.757127,64.511824,0.396006,0.389157,0.214837,-0.008722,385.209341,-136.937959,170.098965,162.511306,79.402548,75.521098,0.412849,0.394433,0.192719,-0.022812,412.012818,-173.805174
2022 07 24 14 00 00.JPG,455,151.608942,145.659716,71.828882,67.881608,0.410756,0.394637,0.194607,-0.020013,369.097540,-153.610893,164.055013,152.971067,67.194496,74.692625,0.426981,0.398133,0.174885,-0.034962,384.220576,-182.637087
2022 07 24 15 00 01.JPG,456,157.902947,149.700869,72.818575,68.680216,0.415073,0.393512,0.191415,-0.026664,380.422390,-161.966666,162.179158,148.980211,60.370444,75.410819,0.436517,0.400991,0.162492,-0.042419,371.529813,-190.418480
2022 07 24 16 00 00.JPG,457,165.060786,159.641056,83.605160,70.616167,0.404257,0.390983,0.204761,-0.016691,408.307001,-157.491522,174.014277,164.415673,74.504751,80.312318,0.421409,0.398164,0.180427,-0.028362,412.934700,-189.420449
2022 07 24 17 00 00.JPG,458,157.508201,153.823905,81.984804,68.154805,0.400461,0.391094,0.208445,-0.011834,393.316909,-147.362498,173.229683,164.665153,78.686069,77.414555,0.415837,0.395278,0.188885,-0.025347,416.580905,-180.522699
2022 07 24 18 00 01.JPG,459,165.018353,165.468775,95.984046,69.935151,0.386939,0.387995,0.225066,0.001363,426.471173,-138.519036,175.486649,172.790740,91.416988,78.677842,0.399111,0.392979,0.207910,-0.007741,439.694377,-165.443411
2022 07 25 05 00 00.JPG,460,152.557136,159.614123,99.218053,67.453056,0.370834,0.387988,0.241178,0.022606,411.389312,-113.735153,176.846536,178.615485,102.448660,77.935773,0.386203,0.390066,0.223731,0.004976,457.910680,-150.564700
2022 07 25 06 00 01.JPG,461,143.903388,148.599330,90.671803,62.623469,0.375556,0.387811,0.236633,0.016054,383.174521,-111.159112,170.693681,170.615502,95.799696,74.737627,0.390506,0.390327,0.219167,-0.000229,437.108880,-149.709791
2022 07 25 07 00 00.JPG,462,146.676166,147.077519,80.098467,67.380404,0.392337,0.393411,0.214252,0.001366,373.852152,-133.556750,175.262718,169.926150,86.221079,78.368502,0.406256,0.393886,0.199859,-0.015460,431.409946,-172.746710
2022 07 25 08 00 00.JPG,463,154.267500,153.247307,84.918682,67.308432,0.393105,0.390505,0.216390,-0.003318,392.433489,-137.677442,176.272617,170.924226,86.589425,78.986411,0.406358,0.394029,0.199613,-0.015404,433.786268,-174.017993
2022 07 25 09 00 01.JPG,464,146.691511,145.561952,78.985069,65.447323,0.395141,0.392098,0.212761,-0.003865,371.238532,-134.283324,171.605274,165.838416,82.329357,77.742201,0.408805,0.395067,0.196128,-0.017090,419.773047,-172.784975
2022 07 25 10 00 00.JPG,465,150.043014,151.478620,81.144562,71.769665,0.392099,0.395851,0.212051,0.004761,382.666196,-139.232510,172.423024,169.094621,83.444386,82.321831,0.405737,0.397905,0.196357,-0.009746,424.962032,-174.628872
2022 07 25 11 00 01.JPG,466,148.938012,145.568571,78.214561,63.984570,0.399596,0.390556,0.209847,-0.011441,372.721144,-138.077460,171.384864,162.968093,78.187248,76.364073,0.415438,0.395036,0.189526,-0.025173,412.540205,-177.978460
2022 07 25 12 00 00.JPG,467,122.911529,116.000798,47.287896,61.802170,0.429460,0.405313,0.165227,-0.028926,286.200223,-144.336534,167.009595,153.289773,61.742558,77.827393,0.437150,0.401238,0.161612,-0.042834,382.041926,-196.814252
2022 07 25 13 00 00.JPG,468,149.689894,151.388679,83.127044,69.960420,0.389609,0.394030,0.216361,0.005642,384.205617,-134.824484,172.230457,169.320517,88.456630,77.953948,0.400529,0.393762,0.205709,-0.008520,430.007604,-164.637715
2022 07 25 14 00 01.JPG,469,145.102446,147.026094,80.762342,68.187400,0.389128,0.394287,0.216584,0.006585,372.890882,-130.603855,176.498578,174.907290,90.435744,82.880259,0.399461,0.395860,0.204679,-0.004528,441.841612,-170.534380
2022 07 25 15 00 00.JPG,470,147.044648,150.183149,79.936799,73.384850,0.389869,0.398190,0.211941,0.010559,377.164596,-137.354199,169.245108,168.492086,82.570012,85.169051,0.402670,0.400878,0.196452,-0.002230,420.307206,-172.597170
2022 07 25 16 00 00.JPG,471,159.805635,162.558875,71.973533,93.338582,0.405250,0.412232,0.182517,0.008541,394.338042,-178.417445,183.717944,181.947452,78.807723,101.369237,0.413339,0.409355,0.177306,-0.004842,444.473119,-208.049950
2022 07 25 17 00 01.JPG,472,165.190477,165.392516,82.502258,83.092296,0.399894,0.400383,0.199722,0.000611,413.085251,-165.578477,186.281774,179.970638,86.945553,86.713950,0.411038,0.397113,0.191849,-0.017232,453.197965,-192.361306
2022 07 25 18 00 00.JPG,473,162.103456,152.387862,62.087560,80.584709,0.430463,0.404664,0.164873,-0.030893,376.578879,-190.316198,185.643972,169.363899,65.567745,87.516081,0.441405,0.402695,0.155900,-0.045858,420.575616,-223.872381
2022 07 26 07 00 00.JPG,474,152.402386,139.972301,60.912046,66.630171,0.431384,0.396200,0.172415,-0.042514,353.286733,-170.550596,180.299146,160.172837,63.976439,76.070089,0.445790,0.396028,0.158182,-0.059113,404.448421,-212.519105
2022 07 26 08 00 00.JPG,475,155.263916,145.911495,63.917887,72.641188,0.425272,0.399655,0.175073,-0.031053,365.093298,-173.339638,178.775284,162.111788,64.818048,80.630244,0.440653,0.399580,0.159766,-0.048883,405.705120,-211.250975
2022 07 26 09 00 00.JPG,476,147.008856,137.773281,65.196452,63.341255,0.420051,0.393662,0.186287,-0.032430,349.978589,-154.389233,177.322108,160.698800,72.119929,71.955563,0.432344,0.391814,0.175842,-0.049178,410.140837,-193.781050
2022 07 26 10 00 00.JPG,477,152.401302,139.175049,70.273846,55.674950,0.421172,0.384621,0.194207,-0.045361,361.850197,-151.028658,179.378346,159.871136,74.307417,66.056508,0.433745,0.386576,0.179679,-0.057501,413.556898,-190.634649
2022 07 26 11 00 00.JPG,478,156.238915,144.815249,69.024695,64.366887,0.422177,0.391309,0.186513,-0.037946,370.078859,-163.004774,182.770167,164.722482,73.834941,72.839856,0.433796,0.390961,0.175244,-0.051937,421.327590,-199.822766
2022 07 26 12 00 00.JPG,479,161.491025,147.776694,68.264602,65.797762,0.427754,0.391428,0.180818,-0.044345,377.532321,-172.738515,185.597153,165.113719,71.403829,73.226456,0.439684,0.391158,0.169157,-0.058405,422.114702,-207.903213
2022 07 26 13 00 01.JPG,480,153.774369,141.361418,56.491594,72.456872,0.437322,0.402021,0.160658,-0.042058,351.627381,-182.152599,183.135724,163.394808,61.527684,82.126208,0.448798,0.400420,0.150782,-0.056967,408.058217,-223.475164
2022 07 26 14 00 00.JPG,481,168.187489,150.612260,56.641260,76.395772,0.447973,0.401161,0.150866,-0.055129,375.441008,-205.517230,189.557032,165.324290,57.860089,83.231458,0.459263,0.400552,0.140185,-0.068284,412.741410,-239.161143
2022 07 26 15 00 00.JPG,482,166.656695,145.511619,52.524960,71.841582,0.456978,0.398997,0.144025,-0.067736,364.693274,-207.118394,191.958802,164.474005,54.927870,82.061338,0.466644,0.399829,0.133527,-0.077111,411.360678,-246.577067
2022 07 26 16 00 01.JPG,483,164.495261,146.852906,57.838373,71.372178,0.445561,0.397774,0.156664,-0.056664,369.186540,-195.671420,188.898525,164.638747,60.033186,80.345783,0.456751,0.398091,0.145158,-0.068620,413.570459,-233.470900
2022 07 26 17 00 00.JPG,484,158.072264,147.575291,63.493826,73.584492,0.428216,0.399780,0.172004,-0.034343,369.141381,-178.659902,183.950222,166.757231,69.788056,79.776184,0.437461,0.396573,0.165966,-0.049024,420.495508,-211.131341
2022 07 26 18 00 00.JPG,485,165.931339,156.918980,71.373769,76.532852,0.420906,0.398045,0.181049,-0.027915,394.224088,-180.102781,193.911145,177.893786,78.410941,83.465487,0.430707,0.395130,0.174163,-0.043080,450.215872,-214.983050
2022 07 27 05 00 00.JPG,486,154.654327,152.432500,90.451237,59.759435,0.389030,0.383441,0.227528,-0.007235,397.538064,-126.184353,181.096209,172.696656,94.248481,70.048621,0.404195,0.385448,0.210357,-0.023741,448.041347,-165.295902
2022 07 27 06 00 00.JPG,487,154.295470,144.067469,68.221594,65.617875,0.420900,0.392999,0.186101,-0.034280,366.584533,-161.919751,179.967403,163.177686,72.618639,73.769331,0.432860,0.392477,0.174663,-0.048929,415.763728,-197.907812
2022 07 27 07 00 01.JPG,488,154.710778,147.194672,71.147820,68.530746,0.414715,0.394567,0.190718,-0.024896,373.053270,-159.609811,178.537443,164.411251,74.069591,76.215469,0.428129,0.394254,0.177617,-0.041190,417.018285,-194.809512
2022 07 27 08 00 00.JPG,489,157.389573,145.773911,66.058959,68.099291,0.426273,0.394813,0.178914,-0.038315,369.222442,-171.045567,183.300550,164.815138,70.542809,75.786917,0.437828,0.393674,0.168497,-0.053101,418.658497,-207.030069
2022 07 27 09 00 00.JPG,490,159.489573,147.387319,59.120566,76.164500,0.435767,0.402700,0.161533,-0.039437,365.997458,-188.635760,185.284385,166.369330,65.593316,81.860958,0.444064,0.398731,0.157205,-0.053789,417.247031,-220.467082
2022 07 27 10 00 01.JPG,491,158.016920,146.545305,64.840395,70.233297,0.427763,0.396709,0.175528,-0.037666,369.402620,-174.881436,181.686350,163.324788,67.927106,77.036121,0.439984,0.395519,0.164497,-0.053220,412.938244,-209.156927
2022 07 27 11 00 00.JPG,492,159.063755,148.045906,76.093558,60.934499,0.415090,0.386338,0.198572,-0.035876,383.203219,-154.922546,179.758268,161.198506,74.915683,67.723061,0.432244,0.387615,0.180141,-0.054434,415.872456,-191.125408
2022 07 27 12 00 00.JPG,493,164.277204,155.970693,77.211168,70.453015,0.413319,0.392420,0.194262,-0.025938,397.459065,-165.825562,181.257716,165.578691,72.941636,76.958031,0.431794,0.394443,0.173762,-0.045206,419.778044,-200.953134
2022 07 27 13 00 01.JPG,494,160.118558,152.582241,83.462819,61.583104,0.404173,0.385150,0.210678,-0.024101,396.163618,-145.775161,176.954001,161.795828,77.912798,68.724856,0.424694,0.388314,0.186993,-0.044747,416.662626,-182.924234
2022 07 27 14 00 00.JPG,495,156.165090,151.199158,79.790226,66.442999,0.403366,0.390540,0.206094,-0.016157,387.154473,-147.783796,175.759362,163.517063,76.893118,74.381646,0.422326,0.392910,0.184764,-0.036084,416.169543,-185.490189
2022 07 27 15 00 00.JPG,496,158.722483,149.848553,73.451291,67.523331,0.415480,0.392251,0.192270,-0.028758,382.022327,-161.668453,178.155856,162.585738,71.074586,75.941034,0.432610,0.394802,0.172588,-0.045695,411.816181,-198.592422
2022 07 27 16 00 00.JPG,497,161.480691,156.383913,82.152805,69.134330,0.403684,0.390943,0.205373,-0.016034,400.017408,-153.558993,179.775556,167.697555,80.213527,75.406026,0.420344,0.392104,0.187552,-0.034760,427.686638,-187.046057
