img,idx_label,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,RGB.ROI_09.redDN,RGB.ROI_09.greenDN,RGB.ROI_09.blueDN,RGB.ROI_09.2G_RBi,RGB.ROI_09.pctR,RGB.ROI_09.pctG,RGB.ROI_09.pctB,RGB.ROI_09.nNDVI,RGB.ROI_09.totalRGB,RGB.ROI_09.AnyColor
2022 08 08 17 00 01.JPG, 762,155.137045,142.829089,73.104824,57.416308,0.418079,0.384910,0.197010,-0.041307,371.070958,-151.756487,202.950948,202.029990,91.118334,109.990698,0.409093,0.407237,0.183670,-0.002274,496.099272,-222.744269,139.369176,124.922024,55.103576,55.371296,0.436354,0.391121,0.172525,-0.054664,319.394775,-154.084048
2022 08 08 18 00 00.JPG, 763,175.212971,158.997573,88.770296,54.011879,0.414234,0.375898,0.209868,-0.048519,422.980840,-156.669951,185.004029,182.675781,91.396619,88.950914,0.402992,0.397920,0.199088,-0.006332,459.076429,-184.886573,162.754558,142.373987,69.998780,51.994637,0.433865,0.379535,0.186600,-0.066793,375.127325,-165.130986
2022 08 09 05 00 00.JPG, 764,177.527361,163.898068,94.936518,55.332258,0.406835,0.375601,0.217564,-0.039919,436.361948,-151.552392,185.115911,186.827232,99.990335,88.548218,0.392250,0.395876,0.211874,0.004601,471.933477,-171.962473,166.244040,148.315786,74.573157,55.814375,0.427217,0.381144,0.191639,-0.056995,389.132983,-165.413511
2022 08 09 06 00 01.JPG, 765,182.901326,167.736763,93.065932,59.506267,0.412215,0.378038,0.209748,-0.043248,443.704022,-164.506225,189.868430,189.854194,96.893732,92.946226,0.398367,0.398338,0.203295,-0.000037,476.616355,-185.935160,172.028724,152.286001,73.383040,59.160238,0.432561,0.382919,0.184520,-0.060875,397.697765,-177.548644
2022 08 09 07 00 00.JPG, 766,162.257392,155.128068,106.341606,41.657138,0.382929,0.366104,0.250967,-0.022463,423.727067,-104.702248,173.751338,179.496905,117.245739,67.996733,0.369296,0.381507,0.249197,0.016265,470.493982,-118.756764,151.649603,140.390524,89.574716,39.556729,0.397389,0.367885,0.234725,-0.038553,381.614843,-112.890695
2022 08 09 08 00 00.JPG, 767,176.870377,159.941008,89.206936,53.804702,0.415171,0.375432,0.209397,-0.050264,426.018321,-158.397512,185.955266,182.303271,94.705400,83.945877,0.401663,0.393774,0.204563,-0.009917,462.963936,-178.847738,164.264753,142.587333,68.578261,52.331652,0.437537,0.379797,0.182666,-0.070645,375.430346,-169.695564
2022 08 09 09 00 01.JPG, 768,179.706905,159.996725,85.057459,55.229087,0.423078,0.376675,0.200248,-0.058022,424.761089,-169.588712,188.691605,182.090495,88.960193,86.529192,0.410429,0.396071,0.193500,-0.017803,459.742292,-192.861713,168.357166,144.608141,66.520559,54.338556,0.443645,0.381063,0.175291,-0.075884,379.485865,-179.924188
2022 08 09 10 00 00.JPG, 769,180.951444,159.459253,84.973562,52.993501,0.425383,0.374859,0.199757,-0.063136,425.384259,-170.463573,191.215060,182.687591,90.873782,83.286340,0.411413,0.393066,0.195521,-0.022807,464.776433,-192.155087,169.410517,143.992169,68.784229,49.789590,0.443266,0.376758,0.179975,-0.081104,382.186915,-175.834227
2022 08 09 11 00 01.JPG, 770,162.032371,139.760077,70.220793,47.266989,0.435555,0.375686,0.188759,-0.073800,372.013240,-161.350862,187.760095,177.021748,88.159359,78.124042,0.414535,0.390827,0.194638,-0.029438,452.941201,-188.463125,150.510822,125.825631,60.747876,40.392565,0.446508,0.373276,0.180216,-0.089330,337.084330,-154.840702
2022 08 09 12 00 00.JPG, 771,145.157161,132.811548,70.841462,49.624472,0.416149,0.380756,0.203095,-0.044414,348.810171,-136.285784,177.213297,173.792138,90.614078,79.756900,0.401280,0.393534,0.205186,-0.009747,441.619513,-169.777278,119.164157,105.337160,54.632007,36.878157,0.426908,0.377372,0.195720,-0.061590,279.133324,-115.237304
2022 08 09 13 00 00.JPG, 772,153.183758,145.500289,89.233200,48.583621,0.394888,0.375081,0.230032,-0.025724,387.917247,-120.217648,174.441567,177.144115,101.231620,78.615043,0.385236,0.391204,0.223560,0.007687,452.817301,-149.122442,126.437297,118.931148,69.684969,41.740030,0.401320,0.377495,0.221185,-0.030591,315.053414,-105.998507
2022 08 09 14 00 01.JPG, 773,166.945214,155.610039,91.907137,52.367726,0.402799,0.375450,0.221750,-0.035142,414.462390,-138.740979,179.457105,179.568792,97.397585,82.282894,0.393181,0.393426,0.213393,0.000311,456.423482,-164.230727,147.682253,134.419371,73.259428,47.897061,0.415584,0.378261,0.206155,-0.047015,355.361052,-135.582767
2022 08 09 15 00 00.JPG, 774,147.687139,157.606437,121.486670,46.039065,0.346050,0.369292,0.284659,0.032491,426.780246,-62.320237,161.729831,183.102879,126.150022,78.325906,0.343388,0.388768,0.267844,0.061981,470.982732,-92.532667,128.636982,136.042422,101.001193,42.446669,0.351774,0.372025,0.276201,0.027979,365.680597,-62.677018
2022 08 09 16 00 00.JPG, 775,157.163115,145.852866,79.595385,54.947231,0.410764,0.381204,0.208032,-0.037326,382.611366,-143.825210,190.192245,187.721423,91.530853,93.719749,0.405143,0.399880,0.194977,-0.006538,469.444521,-194.851962,122.710008,108.389458,55.604022,38.464885,0.428003,0.378054,0.193943,-0.061967,286.703488,-119.891421
2022 08 09 17 00 00.JPG, 776,162.754741,156.454886,93.929084,56.225947,0.393947,0.378698,0.227355,-0.019736,413.138711,-131.351457,171.892218,177.244110,95.838483,86.757520,0.386297,0.398324,0.215380,0.015329,444.974811,-157.459362,151.209080,140.624859,77.662892,52.377746,0.409230,0.380585,0.210186,-0.036268,369.496831,-136.508155
2022 08 09 18 00 00.JPG, 777,165.813478,156.724543,93.925598,53.710009,0.398146,0.376322,0.225531,-0.028179,416.463619,-134.686824,172.669013,174.219298,92.274106,83.495476,0.393178,0.396708,0.210114,0.004469,439.162417,-162.340100,157.728452,143.992869,79.781892,50.475394,0.413439,0.377436,0.209125,-0.045524,381.503213,-142.157537
2022 08 10 05 00 00.JPG, 778,166.402937,158.771447,105.433935,45.706023,0.386437,0.368714,0.244849,-0.023469,430.608319,-114.306514,167.256981,172.614497,103.766467,74.205546,0.377012,0.389089,0.233899,0.015763,443.637945,-132.338545,164.177854,150.609647,92.460749,44.580691,0.403139,0.369823,0.227038,-0.043103,407.248250,-129.866002
2022 08 10 06 00 00.JPG, 779,159.773270,158.920853,105.115346,52.953091,0.376993,0.374982,0.248025,-0.002675,423.809470,-108.463431,161.774066,173.694344,104.125270,81.489353,0.368008,0.395125,0.236867,0.035533,439.593680,-127.217871,153.771487,147.491120,90.121067,51.089686,0.392892,0.376845,0.230263,-0.020847,391.383673,-121.020473
2022 08 10 07 00 00.JPG, 780,157.893887,159.077033,106.488501,53.771677,0.372867,0.375661,0.251473,0.003733,423.459420,-103.993917,162.223834,174.921265,105.962297,81.656398,0.366105,0.394760,0.239135,0.037662,443.107396,-125.220504,151.422442,147.995667,94.188753,50.380139,0.384705,0.375999,0.239297,-0.011445,393.606862,-111.040603
2022 08 10 08 00 01.JPG, 781,164.186712,156.248921,99.685560,48.625571,0.390808,0.371914,0.237278,-0.024772,420.121194,-121.064513,169.579848,172.839492,99.662697,76.436441,0.383594,0.390967,0.225439,0.009519,442.082037,-143.093946,154.494892,143.149109,86.999404,44.803921,0.401657,0.372161,0.226182,-0.038119,384.643405,-123.645193
2022 08 10 09 00 00.JPG, 782,166.908270,156.978629,93.614586,53.434402,0.399779,0.375995,0.224226,-0.030658,417.501485,-136.657727,170.266903,170.976191,92.153142,79.532337,0.392867,0.394503,0.212630,0.002079,433.396236,-156.936809,160.073058,146.458232,82.059613,50.783792,0.411932,0.376896,0.211172,-0.044416,388.590902,-142.412064
2022 08 10 10 00 00.JPG, 783,166.824542,155.917467,91.864761,53.145630,0.402368,0.376061,0.221571,-0.033795,414.606769,-139.012487,172.483121,172.395485,91.832696,80.475154,0.394959,0.394758,0.210282,-0.000254,436.711302,-161.213214,158.482017,143.945595,79.643995,49.765178,0.414797,0.376750,0.208453,-0.048066,382.071607,-143.139621
2022 08 10 11 00 01.JPG, 784,163.545902,154.529408,91.187679,54.325234,0.399611,0.377580,0.222809,-0.028347,409.262990,-135.699951,170.004092,171.349961,91.457408,81.238422,0.392790,0.395900,0.211310,0.003943,432.811461,-158.439238,157.054697,144.728062,82.031451,50.369976,0.409195,0.377078,0.213727,-0.040846,383.814209,-137.719857
2022 08 10 12 00 00.JPG, 785,167.070820,154.885332,88.889022,53.810823,0.406652,0.376992,0.216356,-0.037848,410.845174,-144.178109,174.066669,172.683380,90.257824,81.042267,0.398315,0.395149,0.206536,-0.003989,437.007874,-166.234401,158.878049,142.961931,78.534141,48.511672,0.417689,0.375846,0.206466,-0.052730,380.374121,-144.771698
2022 08 10 13 00 01.JPG, 786,159.302758,149.586340,86.320191,53.549731,0.403085,0.378499,0.218416,-0.031456,395.209289,-136.248716,177.218317,176.726015,94.633662,81.600050,0.395067,0.393969,0.210964,-0.001391,448.577994,-164.677007,138.952005,127.015980,69.601139,45.478816,0.414079,0.378509,0.207412,-0.044878,335.569123,-126.765707
2022 08 10 14 00 00.JPG, 787,165.343274,156.912596,92.627723,55.854195,0.398529,0.378209,0.223262,-0.026161,414.883593,-137.000424,174.546570,176.501170,92.812409,85.643362,0.393247,0.397650,0.209103,0.005568,443.860149,-165.422922,157.196418,145.038395,81.483222,51.397150,0.409666,0.377982,0.212352,-0.040227,383.718035,-139.268370
2022 08 10 15 00 00.JPG, 788,163.837046,156.095776,91.883564,56.470941,0.397840,0.379042,0.223118,-0.024197,411.816386,-136.165693,172.028497,174.407157,90.845002,85.940815,0.393405,0.398845,0.207750,0.006866,437.280655,-164.745650,158.125192,146.017384,81.516043,52.393533,0.410013,0.378618,0.211368,-0.039810,385.658620,-141.110489
2022 08 10 16 00 01.JPG, 789,165.405080,155.884030,91.038826,55.324155,0.401149,0.378058,0.220792,-0.029634,412.327936,-139.211458,177.120703,177.961447,91.237388,87.564804,0.396847,0.398731,0.204422,0.002368,446.319538,-172.607375,156.517254,143.374432,78.423943,51.807668,0.413721,0.378981,0.207298,-0.043825,378.315629,-143.043801
2022 08 10 17 00 00.JPG, 790,147.025190,154.538138,110.522163,51.528923,0.356783,0.375015,0.268202,0.024913,412.085491,-80.519003,174.339588,188.982316,114.536684,89.088361,0.364835,0.395477,0.239687,0.040302,477.858588,-134.248537,135.935145,140.257256,96.135443,48.443924,0.365095,0.376704,0.258201,0.015649,372.327844,-83.921516
2022 08 10 18 00 00.JPG, 791,155.342510,156.481175,102.837934,54.781905,0.374625,0.377371,0.248004,0.003652,414.661619,-106.147817,175.089172,185.080665,103.365472,91.706686,0.377726,0.399281,0.222994,0.027741,463.535309,-153.438894,149.354214,145.829685,89.884704,52.420453,0.387864,0.378711,0.233425,-0.011940,385.068604,-115.414492
2022 08 11 06 00 00.JPG, 792,195.222219,190.379775,97.560624,87.976708,0.404051,0.394028,0.201921,-0.012558,483.162618,-190.480747,168.651284,176.728117,94.788418,90.016533,0.383152,0.401502,0.215346,0.023385,440.167819,-155.802566,132.488522,131.680429,80.004776,50.867561,0.384947,0.382599,0.232455,-0.003059,344.173727,-104.159400
2022 08 11 07 00 00.JPG, 793,127.305031,137.202821,101.602941,45.497670,0.347723,0.374758,0.277520,0.037420,366.110793,-61.301971,200.936277,205.165468,117.879022,91.515637,0.383480,0.391552,0.224968,0.010414,523.980766,-170.343701,170.202367,164.597437,107.513566,51.478942,0.384800,0.372129,0.243071,-0.016741,442.313370,-119.772673
2022 08 11 08 00 01.JPG, 794,154.258760,148.711211,74.077940,69.085723,0.409122,0.394409,0.196468,-0.018311,377.047911,-154.814092,176.691961,177.330986,78.916093,99.053917,0.408122,0.409598,0.182280,0.001805,432.939040,-196.190761,169.702037,157.146387,79.985836,64.604900,0.417128,0.386266,0.196605,-0.038414,406.834261,-166.876751
2022 08 11 09 00 00.JPG, 795,161.816818,150.891957,78.803844,61.163251,0.413312,0.385408,0.201280,-0.034936,391.512618,-155.101086,176.493975,173.765661,80.723367,90.313980,0.409515,0.403184,0.187301,-0.007789,430.983004,-188.812902,159.839713,145.664197,74.424357,57.064323,0.420710,0.383399,0.195891,-0.046400,379.928267,-156.655196
2022 08 11 10 00 08.JPG, 796,147.666982,148.564834,96.506037,52.956649,0.375994,0.378280,0.245726,0.003031,392.737853,-103.219743,165.435473,175.493651,101.162941,84.388889,0.374210,0.396962,0.228828,0.029502,442.092065,-138.603243,140.026983,139.091032,87.812878,50.342203,0.381617,0.379066,0.239317,-0.003353,366.930894,-103.492259
2022 08 11 12 00 07.JPG, 797,143.407645,135.656870,73.248431,54.657665,0.407046,0.385047,0.207907,-0.027774,352.312946,-132.567653,181.294211,178.285027,85.757031,89.518812,0.407095,0.400338,0.192567,-0.008369,445.336269,-188.065175,122.538962,113.534221,59.429951,45.099529,0.414679,0.384206,0.201114,-0.038144,295.503133,-117.213281
2022 08 11 13 00 07.JPG, 798,149.088835,143.124849,84.428357,52.732507,0.395837,0.380002,0.224161,-0.020410,376.642041,-123.356970,174.011998,176.087510,92.397405,85.765616,0.393250,0.397941,0.208809,0.005928,442.496913,-165.304697,122.932589,117.093803,64.470813,46.784204,0.403723,0.384548,0.211729,-0.024326,304.497205,-111.084767
2022 08 11 14 00 08.JPG, 799,159.553109,148.526484,85.957937,51.541922,0.404919,0.376935,0.218147,-0.035791,394.037531,-136.163719,193.845428,188.923217,95.399936,88.601069,0.405391,0.395098,0.199511,-0.012859,478.168580,-191.968773,109.376369,100.269785,54.497701,36.665500,0.414079,0.379603,0.206318,-0.043438,264.143855,-100.650751
2022 08 11 15 00 07.JPG, 800,149.362203,144.756128,80.626738,59.523315,0.398570,0.386279,0.215151,-0.015661,374.745069,-132.864855,188.836828,187.800704,89.789595,96.974985,0.404858,0.402637,0.192505,-0.002751,466.427127,-197.058341,82.747192,85.711626,45.604355,43.071705,0.386555,0.400403,0.213042,0.017597,214.063173,-77.250108
2022 08 11 16 00 08.JPG, 801,143.852059,138.866060,74.344692,59.535370,0.402876,0.388912,0.208212,-0.017636,357.062810,-134.028735,198.056769,196.117760,89.105984,105.072768,0.409817,0.405805,0.184377,-0.004919,483.280513,-215.962562,111.073798,106.486362,53.417601,48.481325,0.409900,0.392971,0.197129,-0.021086,270.977760,-110.724957
2022 08 11 17 00 07.JPG, 802,140.762814,136.521701,79.781636,52.498952,0.394221,0.382343,0.223437,-0.015295,357.066151,-117.721243,205.503607,205.151213,95.894271,108.904548,0.405693,0.404998,0.189309,-0.000858,506.549091,-218.866278,140.649073,133.495184,67.064163,59.277133,0.412209,0.391242,0.196549,-0.026095,341.208420,-140.015931
2022 08 11 18 00 07.JPG, 803,129.491620,161.391041,128.271054,65.019409,0.308936,0.385040,0.306024,0.109664,419.153715,-34.340553,157.271998,197.822297,132.371707,106.000887,0.322632,0.405818,0.271551,0.114196,487.466002,-90.350880,126.327489,155.488641,117.990676,66.659117,0.315971,0.388909,0.295119,0.103476,399.806806,-45.834777
2022 08 12 07 00 00.JPG, 804,114.303704,127.678330,94.912402,46.140554,0.339286,0.378986,0.281727,0.055271,336.894437,-52.157230,198.379593,202.990369,112.688601,94.912545,0.385909,0.394878,0.219214,0.011488,514.058563,-175.992761,169.870252,167.975361,107.463133,58.617337,0.381466,0.377211,0.241323,-0.005609,445.308746,-122.919347
2022 08 12 08 00 00.JPG, 805,155.468736,149.409774,77.878442,65.472369,0.406181,0.390352,0.203467,-0.019873,382.756951,-149.121627,175.824653,175.517942,78.750508,96.460723,0.408806,0.408093,0.183101,-0.000873,430.093103,-193.841578,165.249016,155.910390,82.681250,63.890514,0.409194,0.386069,0.204737,-0.029078,403.840656,-155.796907
2022 08 12 09 00 01.JPG, 806,146.060155,141.949379,75.555879,62.282724,0.401744,0.390437,0.207819,-0.014273,363.565412,-136.897777,174.345781,173.425363,75.909987,96.594959,0.411502,0.409330,0.179168,-0.002647,423.681131,-195.951171,151.015748,144.101464,73.359437,63.827742,0.409838,0.391074,0.199088,-0.023429,368.476649,-148.398339
2022 08 12 10 00 00.JPG, 807,150.201144,141.812502,74.118595,59.305267,0.410237,0.387326,0.202437,-0.028727,366.132241,-143.776457,178.867849,175.041105,76.752141,94.462220,0.415333,0.406447,0.178219,-0.010813,430.661095,-200.404673,144.599441,135.061363,66.362391,59.160892,0.417889,0.390325,0.191786,-0.034106,346.023195,-146.936021
2022 08 12 11 00 01.JPG, 808,148.013935,139.867203,75.071094,56.649376,0.407806,0.385360,0.206835,-0.028299,362.952231,-137.738949,179.836882,175.905780,79.338758,92.635921,0.413341,0.404305,0.182354,-0.011050,435.081421,-197.065145,130.836398,122.324146,60.759571,53.052323,0.416782,0.389666,0.193551,-0.033624,313.920115,-131.641400
2022 08 12 12 00 00.JPG, 809,145.419651,137.591975,73.988431,55.775867,0.407338,0.385412,0.207250,-0.027658,357.000057,-135.034763,183.488014,179.929429,84.571650,91.799195,0.409581,0.401638,0.188781,-0.009792,447.989093,-194.274144,118.880309,112.186036,55.733394,49.758368,0.414506,0.391165,0.194329,-0.028971,286.799739,-119.599556
2022 08 12 13 00 00.JPG, 810,146.334117,137.825094,73.974378,55.341693,0.408602,0.384843,0.206555,-0.029945,358.133590,-136.210455,187.047950,182.566348,87.516682,90.568063,0.409178,0.399374,0.191448,-0.012125,457.130980,-194.580933,105.052947,98.637617,50.093069,42.129217,0.413947,0.388668,0.197385,-0.031495,253.783633,-103.504425
2022 08 12 14 00 01.JPG, 811,155.822930,147.139695,79.440406,59.016054,0.407484,0.384776,0.207740,-0.028661,382.403031,-144.081812,194.302357,189.951241,90.148025,95.452101,0.409574,0.400402,0.190025,-0.011324,474.401624,-203.957547,96.313375,92.164863,45.423309,42.593043,0.411769,0.394033,0.194198,-0.022011,233.901547,-97.631621
2022 08 12 15 00 00.JPG, 812,161.751089,152.309360,87.097737,55.769893,0.403210,0.379674,0.217116,-0.030063,401.158186,-139.864976,190.093410,186.380845,90.981080,91.687199,0.406656,0.398714,0.194631,-0.009861,467.455335,-194.512095,124.983787,117.098476,63.670122,45.543042,0.408775,0.382985,0.208241,-0.032573,305.752385,-114.742020
2022 08 12 16 00 00.JPG, 813,159.129020,151.741889,89.946977,54.407781,0.397011,0.378581,0.224409,-0.023763,400.817885,-130.976955,186.672771,186.296156,93.738545,92.180996,0.399978,0.399171,0.200851,-0.001010,466.707472,-185.491838,138.965437,132.210795,73.172089,52.284065,0.403561,0.383945,0.212494,-0.024909,344.348322,-124.832054
2022 08 12 17 00 01.JPG, 814,118.327084,122.879560,76.737228,50.694807,0.372163,0.386482,0.241355,0.018874,317.943872,-87.732188,216.621261,215.475267,101.866140,112.463132,0.405686,0.403540,0.190774,-0.002652,533.962668,-228.364247,123.704345,125.553192,66.205266,61.196773,0.392136,0.397997,0.209867,0.007417,315.462803,-116.847006
2022 08 12 18 00 00.JPG, 815,154.272617,150.285032,89.898453,56.398995,0.391102,0.380993,0.227905,-0.013093,394.456102,-124.760744,206.294538,205.203031,95.874147,108.237376,0.406594,0.404443,0.188962,-0.002653,507.371716,-219.749273,150.607021,145.165966,77.996778,61.728133,0.402941,0.388383,0.208676,-0.018396,373.769765,-139.779431
2022 08 13 07 00 00.JPG, 816,175.142729,162.245355,82.929917,66.418063,0.416691,0.386006,0.197303,-0.038227,420.318001,-171.528249,183.261703,185.996902,82.994525,105.737576,0.405219,0.411267,0.183513,0.007407,452.253130,-203.269554,167.263481,153.555210,70.903356,68.943583,0.426995,0.392000,0.181004,-0.042729,391.722048,-179.011979
2022 08 13 08 00 00.JPG, 817,180.264776,162.392130,75.623599,68.895885,0.430966,0.388237,0.180796,-0.052159,418.280506,-191.409709,187.081924,184.514276,73.523828,108.422801,0.420295,0.414527,0.165178,-0.006910,445.120028,-224.548545,173.903573,155.322701,66.914532,69.827297,0.438994,0.392090,0.168916,-0.056438,396.140806,-195.397211
2022 08 13 09 00 01.JPG, 818,178.431748,160.904020,72.907765,70.468527,0.432831,0.390313,0.176856,-0.051653,412.243533,-193.520239,187.583803,185.210059,73.722565,109.113750,0.420105,0.414789,0.165106,-0.006367,446.516428,-225.348731,169.673163,151.627817,63.753831,69.828641,0.440647,0.393782,0.165571,-0.056163,385.054811,-193.793319
2022 08 13 10 00 00.JPG, 819,175.602832,154.178062,77.105985,55.647308,0.431577,0.378921,0.189502,-0.064967,406.886879,-175.568924,185.976098,178.616849,78.499023,92.758576,0.419723,0.403115,0.177162,-0.020185,443.091969,-207.594902,170.056964,149.444123,73.595724,55.235557,0.432608,0.380171,0.187220,-0.064516,393.096811,-172.309638
2022 08 13 11 00 00.JPG, 820,173.531027,155.327624,78.856352,58.267869,0.425618,0.380971,0.193410,-0.055353,407.715004,-171.145947,182.029082,178.030034,79.613776,94.417209,0.414010,0.404915,0.181075,-0.011107,439.672891,-200.831563,171.357570,154.765969,79.021734,59.152633,0.422953,0.382001,0.195045,-0.050875,405.145273,-168.080072
2022 08 13 12 00 01.JPG, 821,172.295959,153.277958,81.219379,53.040579,0.423547,0.376796,0.199658,-0.058414,406.793297,-163.135158,183.425814,176.353655,81.965528,87.315967,0.415230,0.399220,0.185549,-0.019657,441.744997,-195.848412,161.478726,145.093276,74.778054,53.929772,0.423440,0.380473,0.196088,-0.053447,381.350056,-157.015894
2022 08 13 13 00 00.JPG, 822,169.821020,156.555111,89.597017,53.692185,0.408250,0.376359,0.215391,-0.040646,415.973149,-147.182097,177.583870,175.902362,86.296422,87.924431,0.403799,0.399976,0.196225,-0.004757,439.782653,-180.893388,164.806804,151.648855,82.560456,55.930451,0.413033,0.380057,0.206910,-0.041579,399.016115,-151.334747
2022 08 13 14 00 01.JPG, 823,161.513178,150.679477,83.849343,55.996433,0.407818,0.380463,0.211718,-0.034702,396.041998,-144.493970,187.750462,184.461544,90.739204,90.433422,0.405551,0.398447,0.196002,-0.008836,462.951211,-190.733598,125.093348,118.533724,62.175921,49.798179,0.409065,0.387615,0.203320,-0.026925,305.802994,-119.275230
2022 08 13 15 00 00.JPG, 824,165.877315,156.962776,93.116246,54.931992,0.398785,0.377354,0.223861,-0.027613,415.956337,-136.607600,179.031473,179.961381,92.205615,88.685674,0.396791,0.398852,0.204357,0.002590,451.198469,-174.581625,158.592689,148.732833,83.062906,55.810071,0.406243,0.380987,0.212770,-0.032083,390.388427,-141.199710
2022 08 13 16 00 00.JPG, 825,169.049591,158.632942,95.554999,52.661294,0.399420,0.374808,0.225772,-0.031789,423.237533,-136.572535,177.730653,177.311688,90.983593,85.909130,0.398476,0.397537,0.203987,-0.001180,446.025935,-173.075155,166.102566,154.927696,90.212301,53.540524,0.403904,0.376731,0.219365,-0.034809,411.242563,-140.605661
2022 08 13 17 00 01.JPG, 826,167.979931,158.007556,90.735522,57.299659,0.403097,0.379167,0.217736,-0.030591,416.723008,-144.516444,175.583638,176.083829,86.508206,90.075815,0.400715,0.401857,0.197428,0.001422,438.175673,-178.651055,166.158617,154.912632,85.377924,58.288724,0.408805,0.381137,0.210058,-0.035026,406.449173,-150.315401
2022 08 13 18 00 00.JPG, 827,166.826804,158.130279,93.331940,56.101814,0.398831,0.378041,0.223128,-0.026762,418.289023,-138.293203,175.385457,177.416083,88.926521,90.520189,0.397044,0.401641,0.201315,0.005756,441.728061,-174.948499,164.440612,154.808193,87.432672,57.743101,0.404347,0.380662,0.214991,-0.030172,406.681476,-144.383462
2022 08 14 05 00 00.JPG, 828,178.372010,166.696797,93.485350,61.536235,0.406727,0.380105,0.213167,-0.033834,438.554157,-158.098107,185.336271,189.309831,93.295027,99.988365,0.396067,0.404559,0.199373,0.010606,467.941129,-188.056049,169.616726,157.232691,81.170280,63.678376,0.415707,0.385356,0.198937,-0.037889,408.019697,-164.508857
2022 08 14 06 00 01.JPG, 829,180.048081,167.995330,88.088293,67.854285,0.412830,0.385194,0.201976,-0.034630,436.131704,-171.866824,188.398352,193.119833,86.341730,111.499584,0.402681,0.412773,0.184546,0.012376,467.859916,-208.834725,181.024241,168.140817,84.185408,71.071985,0.417732,0.388002,0.194266,-0.036898,433.350466,-180.794243
2022 08 14 07 00 00.JPG, 830,177.566125,161.313696,79.693454,65.367812,0.424218,0.385389,0.190393,-0.047959,418.573275,-179.492913,182.902240,181.561552,77.053075,103.167789,0.414259,0.411222,0.174519,-0.003679,441.516868,-210.357642,170.914493,154.458906,74.074106,63.929213,0.427877,0.386681,0.185441,-0.050574,399.447505,-177.225186
2022 08 14 08 00 00.JPG, 831,174.734158,159.853481,85.484471,59.488333,0.415962,0.380538,0.203500,-0.044475,420.072110,-163.618697,182.286753,181.855263,85.021576,96.402198,0.405836,0.404875,0.189289,-0.001185,449.163592,-194.098865,166.851709,151.564992,75.757181,60.521095,0.423295,0.384513,0.192192,-0.048009,394.173882,-166.902340
2022 08 14 09 00 01.JPG, 832,170.789384,158.154192,92.602986,52.916015,0.405150,0.375176,0.219674,-0.038411,421.546561,-143.737605,178.659439,178.848711,89.147644,89.890339,0.399994,0.400417,0.199589,0.000529,446.655795,-179.212862,160.832956,147.578715,78.783448,55.541026,0.415380,0.381148,0.203472,-0.042976,387.195119,-150.844775
2022 08 14 10 00 00.JPG, 833,166.826362,157.217195,98.884596,48.723433,0.394456,0.371735,0.233809,-0.029654,422.928153,-126.274367,173.301480,175.970794,95.995262,82.644845,0.389208,0.395202,0.215590,0.007643,445.267536,-157.281749,155.417685,145.345129,85.461439,49.811134,0.402403,0.376323,0.221274,-0.033490,386.224254,-129.839936
2022 08 14 11 00 00.JPG, 834,171.099872,154.264815,88.606031,48.823727,0.413314,0.372647,0.214039,-0.051742,413.970719,-148.152625,180.899112,174.964044,86.935637,82.093340,0.408536,0.395132,0.196332,-0.016678,442.798792,-181.991882,160.179879,143.290310,76.912724,49.488018,0.421102,0.376700,0.202198,-0.055655,380.382913,-149.644742
2022 08 14 12 00 01.JPG, 835,167.215459,154.861796,88.817160,53.690973,0.406955,0.376890,0.216156,-0.038356,410.894415,-144.442936,177.759294,175.021706,85.822299,86.461819,0.405285,0.399043,0.195672,-0.007760,438.603299,-181.136402,156.934916,144.684019,77.242336,55.190786,0.414228,0.381892,0.203880,-0.040617,378.861271,-147.134263
2022 08 14 13 00 00.JPG, 836,170.085470,157.897410,91.958061,53.751289,0.405022,0.375999,0.218979,-0.037161,419.940941,-144.066757,182.147449,180.704839,89.656684,89.605545,0.402528,0.399340,0.198132,-0.003976,452.508972,-183.538920,160.182739,147.649772,80.345286,54.771519,0.412653,0.380366,0.206981,-0.040714,388.177797,-147.141939
2022 08 14 14 00 00.JPG, 837,174.595121,160.349429,84.597370,61.506367,0.416157,0.382201,0.201642,-0.042531,419.541919,-165.749810,183.229641,180.121006,78.694685,98.317685,0.414504,0.407472,0.178024,-0.008555,442.045332,-205.961277,167.857972,152.509596,72.827976,64.333244,0.426907,0.387872,0.185221,-0.047909,393.195544,-174.711616
2022 08 14 15 00 00.JPG, 838,173.109665,162.505006,88.698907,63.201440,0.407976,0.382983,0.209041,-0.031598,424.313578,-158.216857,182.289825,183.846494,86.571992,98.831171,0.402665,0.406104,0.191231,0.004252,452.708311,-192.992334,170.463419,159.070737,82.708374,64.969681,0.413503,0.385867,0.200630,-0.034572,412.242531,-164.117408
