img,idx_label,RGB.ROI_02.redDN,RGB.ROI_02.greenDN,RGB.ROI_02.blueDN,RGB.ROI_02.2G_RBi,RGB.ROI_02.pctR,RGB.ROI_02.pctG,RGB.ROI_02.pctB,RGB.ROI_02.nNDVI,RGB.ROI_02.totalRGB,RGB.ROI_02.AnyColor,RGB.ROI_06.redDN,RGB.ROI_06.greenDN,RGB.ROI_06.blueDN,RGB.ROI_06.2G_RBi,RGB.ROI_06.pctR,RGB.ROI_06.pctG,RGB.ROI_06.pctB,RGB.ROI_06.nNDVI,RGB.ROI_06.totalRGB,RGB.ROI_06.AnyColor,RGB.ROI_09.redDN,RGB.ROI_09.greenDN,RGB.ROI_09.blueDN,RGB.ROI_09.2G_RBi,RGB.ROI_09.pctR,RGB.ROI_09.pctG,RGB.ROI_09.pctB,RGB.ROI_09.nNDVI,RGB.ROI_09.totalRGB,RGB.ROI_09.AnyColor
2022 07 06 17 00 00.JPG, 303,148.128280,152.479359,96.961505,59.868934,0.372585,0.383529,0.243886,0.014474,397.569143,-106.684629,165.687995,175.292203,101.359296,83.537115,0.374572,0.396284,0.229144,0.028166,442.339493,-138.261607,141.266758,142.023659,86.449975,56.330586,0.382070,0.384117,0.233813,0.002672,369.740392,-110.390467
2022 07 06 18 00 00.JPG, 304,139.437907,155.150248,112.405730,58.456859,0.342604,0.381210,0.276185,0.053337,406.993885,-69.776696,142.234941,168.333372,113.674209,80.757594,0.335268,0.396786,0.267946,0.084034,424.242522,-83.219895,138.459991,149.449275,105.452710,54.985848,0.351991,0.379928,0.268081,0.038169,393.361976,-77.003845
2022 07 07 05 00 00.JPG, 305,185.749339,158.869767,71.865203,60.124993,0.445994,0.381454,0.172552,-0.077998,416.484309,-200.888700,178.084852,169.791804,78.674800,82.823956,0.417499,0.398057,0.184444,-0.023839,426.551456,-190.527057,181.800806,153.288241,72.883062,51.892614,0.445621,0.375732,0.178647,-0.085090,407.972110,-189.322923
2022 07 07 06 00 01.JPG, 306,192.595842,158.350400,67.971302,56.133657,0.459746,0.377999,0.162255,-0.097580,418.917544,-215.003639,173.512810,160.852973,70.495476,77.697661,0.428574,0.397304,0.174123,-0.037862,404.861259,-193.374830,187.122776,154.240996,71.578498,49.780718,0.453145,0.373517,0.173338,-0.096325,412.942270,-198.206776
2022 07 07 07 00 00.JPG, 307,169.468968,156.353437,87.325258,55.912649,0.410190,0.378444,0.211366,-0.040254,413.147663,-151.171889,163.469351,166.554572,86.902419,82.737375,0.392082,0.399482,0.208436,0.009348,416.926342,-156.219086,170.464374,156.184662,86.821841,55.083109,0.412277,0.377740,0.209983,-0.043716,413.470877,-153.005354
2022 07 07 08 00 00.JPG, 308,173.007978,155.293143,81.683785,55.894523,0.421986,0.378778,0.199236,-0.053959,409.984905,-164.933551,166.994096,164.636301,78.506565,83.771941,0.407167,0.401418,0.191415,-0.007110,410.136962,-174.617266,175.421642,156.003875,79.899091,56.687017,0.426480,0.379272,0.194248,-0.058589,411.324608,-171.627335
2022 07 07 09 00 01.JPG, 309,174.665285,156.227736,83.940933,53.849254,0.421049,0.376603,0.202348,-0.055721,414.833954,-163.011155,168.188367,166.054416,81.937574,81.982891,0.404124,0.398996,0.196880,-0.006384,416.180358,-170.367635,176.598390,155.785967,80.574502,54.399043,0.427642,0.377243,0.195115,-0.062616,412.958859,-171.235352
2022 07 07 10 00 00.JPG, 310,173.894576,152.701709,80.749846,50.758995,0.426896,0.374870,0.198234,-0.064890,407.346131,-165.096593,171.550644,164.566514,81.243368,76.339015,0.411037,0.394303,0.194660,-0.020779,417.360525,-173.630421,170.956829,147.517454,73.335873,50.742205,0.436326,0.376502,0.187172,-0.073599,391.810156,-171.802536
2022 07 07 11 00 00.JPG, 311,170.534368,152.678012,83.166258,51.655397,0.419644,0.375704,0.204652,-0.055247,406.378638,-156.879863,170.285712,165.613084,83.604532,77.335925,0.405922,0.394784,0.199294,-0.013911,419.503328,-168.689733,165.921873,145.550313,73.700064,51.478689,0.430773,0.377884,0.191343,-0.065404,385.172251,-164.072057
2022 07 07 12 00 01.JPG, 312,168.545816,153.048038,85.923612,51.626648,0.413592,0.375562,0.210846,-0.048191,407.517465,-149.746630,167.120256,165.379763,85.543711,78.095559,0.399767,0.395604,0.204629,-0.005235,418.043730,-161.412597,166.831575,148.112088,77.811000,51.581601,0.424773,0.377111,0.198116,-0.059438,392.754664,-159.321663
2022 07 07 13 00 00.JPG, 313,167.161456,154.771530,87.337769,55.043834,0.408437,0.378164,0.213399,-0.038486,409.270755,-147.257448,165.362794,166.939968,86.811941,81.705200,0.394553,0.398316,0.207132,0.004746,419.114703,-158.678880,167.219712,151.198531,80.474780,54.702570,0.419209,0.379045,0.201745,-0.050315,398.893023,-157.468683
2022 07 07 14 00 00.JPG, 314,168.306289,152.877747,85.992480,51.456725,0.413350,0.375458,0.211192,-0.048036,407.176515,-149.199076,169.267894,166.094645,86.226239,76.695157,0.401500,0.393973,0.204527,-0.009462,421.588779,-162.910062,162.794598,145.234410,76.014262,51.659960,0.423896,0.378172,0.197932,-0.057008,384.043270,-156.000483
2022 07 07 15 00 00.JPG, 315,162.113815,155.568211,90.964537,58.058070,0.396709,0.380691,0.222600,-0.020604,408.646562,-135.752952,159.979918,167.375847,90.256634,84.515141,0.383082,0.400792,0.216125,0.022593,417.612399,-146.842497,160.491635,150.645277,83.185193,57.613727,0.407006,0.382036,0.210957,-0.031646,394.322105,-144.766527
2022 07 07 16 00 00.JPG, 316,165.744306,154.902109,91.603670,52.456241,0.402048,0.375748,0.222204,-0.033814,412.250085,-137.439074,163.750696,167.745046,91.480203,80.259194,0.387139,0.396583,0.216278,0.012049,422.975945,-148.535336,160.903376,147.528797,80.580152,53.574065,0.413620,0.379239,0.207140,-0.043363,389.012325,-147.271870
2022 07 07 17 00 01.JPG, 317,163.631460,154.110923,91.197173,53.393214,0.400136,0.376855,0.223009,-0.029963,408.939556,-135.348037,162.700815,167.674370,91.424327,81.223598,0.385730,0.397521,0.216748,0.015054,421.799512,-147.526531,159.319801,146.812853,80.689498,53.616408,0.411868,0.379536,0.208596,-0.040855,386.822152,-144.753658
2022 07 07 18 00 00.JPG, 318,153.181464,155.054629,98.161588,58.766205,0.376925,0.381534,0.241541,0.006077,406.397680,-111.912917,192.215285,195.335508,102.928577,95.527154,0.391893,0.398254,0.209853,0.008051,490.479370,-181.693640,136.726599,139.387301,84.406604,57.641399,0.379248,0.386628,0.234124,0.009636,360.520503,-107.300693
2022 07 08 05 00 00.JPG, 319,175.229190,159.356166,90.805417,52.677726,0.411925,0.374611,0.213464,-0.047441,425.390773,-152.974523,166.911724,169.643784,92.471793,79.904051,0.389047,0.395415,0.215538,0.008118,429.027301,-151.611923,175.068266,156.256543,86.419297,51.025522,0.419080,0.374048,0.206871,-0.056777,417.744106,-158.486213
2022 07 08 06 00 00.JPG, 320,185.282110,166.295729,83.309271,64.000078,0.426046,0.382388,0.191565,-0.054003,434.887109,-184.959298,155.985527,158.725081,82.032799,79.431836,0.393165,0.400070,0.206765,0.008705,396.743408,-150.645011,171.992169,155.322574,82.991577,55.661402,0.419180,0.378553,0.202267,-0.050928,410.306320,-161.331588
2022 07 08 07 00 01.JPG, 321,163.654869,155.891257,95.870993,52.256652,0.393953,0.375264,0.230782,-0.024296,415.417119,-127.804140,156.844192,164.655384,94.517946,77.948629,0.377013,0.395790,0.227197,0.024296,416.017523,-132.463684,165.211547,154.082046,90.730647,52.221897,0.402931,0.375788,0.221281,-0.034857,410.024240,-137.832298
2022 07 08 08 00 00.JPG, 322,176.461873,159.334296,79.354578,62.852140,0.425055,0.383799,0.191146,-0.051006,415.150748,-177.087012,172.133062,166.495246,79.388100,81.469330,0.411785,0.398298,0.189916,-0.016649,418.016408,-179.852108,176.678585,154.949316,76.105976,57.114071,0.433318,0.380026,0.186656,-0.065523,407.733876,-179.415949
2022 07 08 09 00 00.JPG, 323,162.242835,153.413075,89.318754,55.264561,0.400625,0.378821,0.220554,-0.027973,404.974664,-137.018402,156.485214,161.368774,87.814382,78.437952,0.385747,0.397785,0.216468,0.015364,405.668371,-142.225224,160.280894,147.526284,82.848162,51.923511,0.410287,0.377638,0.212075,-0.041437,390.655340,-142.110854
2022 07 08 10 00 01.JPG, 324,159.066527,149.448675,82.716736,57.114087,0.406579,0.381995,0.211426,-0.031175,391.231938,-143.081729,167.201200,166.256354,85.811687,79.499822,0.398792,0.396538,0.204670,-0.002833,419.269241,-161.834181,159.048079,143.887526,75.420911,53.306062,0.420366,0.380296,0.199338,-0.050045,378.356515,-152.093783
2022 07 08 11 00 00.JPG, 325,153.646814,142.517513,76.828846,54.559365,0.411929,0.382091,0.205979,-0.037578,372.993173,-142.506634,164.896206,161.857339,81.974488,76.843984,0.403437,0.396003,0.200560,-0.009300,408.728034,-162.804570,147.726739,132.384714,66.843054,50.199635,0.425781,0.381562,0.192657,-0.054771,346.954507,-146.425346
2022 07 08 12 00 00.JPG, 326,156.268298,145.433117,81.056058,53.541878,0.408270,0.379962,0.211769,-0.035914,382.757473,-139.589299,167.468779,165.234296,85.202740,77.797072,0.400733,0.395386,0.203880,-0.006716,417.905815,-162.297594,142.363778,129.040970,66.890792,48.827371,0.420827,0.381444,0.197729,-0.049088,338.295540,-137.623165
2022 07 08 13 00 00.JPG, 327,159.370242,148.277004,83.317068,53.866699,0.407634,0.379260,0.213107,-0.036058,390.964314,-141.013111,172.650818,170.156343,88.688451,78.973418,0.400122,0.394341,0.205537,-0.007277,431.495612,-165.430261,138.462931,126.876918,66.588887,48.702017,0.417147,0.382241,0.200612,-0.043665,331.928736,-132.162076
2022 07 08 14 00 00.JPG, 328,171.645031,152.939117,81.714781,52.518421,0.422460,0.376420,0.201120,-0.057630,406.298930,-161.154585,184.047363,174.215431,85.591819,78.791679,0.414657,0.392506,0.192838,-0.027443,443.854613,-187.079155,148.111405,131.002614,66.846471,47.047352,0.428117,0.378664,0.193220,-0.061297,345.960490,-145.421076
2022 07 08 15 00 01.JPG, 329,165.050158,152.077381,82.895004,56.209600,0.412602,0.380172,0.207226,-0.040907,400.022544,-151.337531,179.406736,175.527773,88.027252,83.621558,0.405016,0.396259,0.198724,-0.010929,442.961761,-178.880005,135.395327,126.767326,65.683638,52.455686,0.412984,0.386667,0.200349,-0.032911,327.846291,-130.795376
2022 07 08 16 00 00.JPG, 330,160.453401,155.803864,94.489061,56.665265,0.390639,0.379319,0.230042,-0.014702,410.746327,-127.279143,159.548219,168.326547,93.991252,83.113623,0.378196,0.399005,0.222799,0.026773,421.866017,-139.892262,165.036337,155.406292,90.405218,55.371030,0.401697,0.378258,0.220045,-0.030052,410.847847,-139.632193
2022 07 08 17 00 00.JPG, 331,158.161975,153.653829,95.328289,53.817394,0.388467,0.377394,0.234139,-0.014458,407.144092,-121.159226,157.641754,166.725504,94.716254,81.093000,0.376158,0.397834,0.226008,0.028005,419.083512,-134.934750,156.467841,148.321836,88.071926,52.103904,0.398277,0.377542,0.224181,-0.026727,392.861603,-128.645826
2022 07 08 18 00 01.JPG, 332,145.365183,157.381415,110.219794,59.177852,0.352002,0.381100,0.266898,0.039691,412.966392,-82.307010,149.858541,174.840116,111.807128,88.014562,0.343314,0.400545,0.256141,0.076938,436.505785,-101.084400,142.765267,151.793272,101.996817,58.824459,0.360013,0.382780,0.257207,0.030649,396.555356,-90.564904
2022 07 09 05 00 01.JPG, 333,178.443566,160.463091,85.718384,56.764232,0.420238,0.377894,0.201868,-0.053054,424.625041,-167.469890,169.012280,166.551623,87.526040,76.564926,0.399471,0.393655,0.206873,-0.007333,423.089942,-160.511823,173.008586,155.628540,86.955787,51.292707,0.416293,0.374474,0.209233,-0.052885,415.592913,-154.725553
2022 07 09 06 00 00.JPG, 334,179.780639,168.381665,90.005813,66.976879,0.410301,0.384286,0.205414,-0.032740,438.168116,-168.150678,145.492660,157.236309,90.428737,78.551220,0.370062,0.399932,0.230006,0.038793,393.157706,-121.871494,163.472320,153.355112,87.832212,55.405692,0.403975,0.378973,0.217052,-0.031933,404.659644,-141.163009
2022 07 09 07 00 00.JPG, 335,176.504868,172.186872,95.581236,72.287640,0.397289,0.387570,0.215141,-0.012383,444.272976,-157.529268,153.947193,167.180632,96.727987,83.686083,0.368422,0.400092,0.231487,0.041209,417.855812,-127.671851,142.117638,145.327171,89.170515,59.366188,0.377355,0.385877,0.236768,0.011166,376.615324,-109.103779
2022 07 09 08 00 01.JPG, 336,166.801212,157.974199,86.422911,62.724275,0.405647,0.384180,0.210173,-0.027179,411.198323,-151.929588,168.530600,168.942723,87.666822,81.688023,0.396412,0.397381,0.206207,0.001221,425.140144,-162.139678,172.189686,156.074511,83.105943,56.853394,0.418576,0.379402,0.202022,-0.049092,411.370140,-162.052312
2022 07 09 09 00 00.JPG, 337,159.507607,151.181793,80.629852,62.226128,0.407615,0.386339,0.206046,-0.026798,391.319252,-149.429697,165.625701,165.737356,83.624809,82.224202,0.399110,0.399379,0.201511,0.000337,414.987866,-164.113438,163.892998,148.410644,75.391367,57.536924,0.422737,0.382803,0.194461,-0.049575,387.695010,-161.520909
2022 07 09 10 00 00.JPG, 338,153.256148,144.146519,76.740212,58.296678,0.409619,0.385271,0.205109,-0.030631,374.142880,-143.922243,162.735011,161.787624,81.739258,79.100979,0.400567,0.398235,0.201198,-0.002919,406.261894,-161.044118,153.560659,138.530982,69.353581,54.147725,0.424852,0.383270,0.191879,-0.051455,361.445222,-153.384480
2022 07 09 11 00 01.JPG, 339,151.664173,142.408902,77.857840,55.295791,0.407775,0.382891,0.209334,-0.031473,371.930915,-138.357395,162.825985,161.739453,82.702339,77.950581,0.399801,0.397133,0.203066,-0.003348,407.267777,-159.160759,145.504710,131.902765,66.882593,51.418227,0.422622,0.383115,0.194262,-0.049032,344.290068,-143.642288
2022 07 09 12 00 00.JPG, 340,155.198465,144.863438,80.688853,53.839559,0.407612,0.380468,0.211920,-0.034443,380.750756,-138.684196,167.419298,165.588959,86.318118,77.440503,0.399258,0.394893,0.205849,-0.005496,419.326374,-160.372021,140.920028,128.436184,66.665975,49.286366,0.419377,0.382225,0.198398,-0.046347,336.022187,-136.024262
2022 07 09 13 00 00.JPG, 341,158.378683,147.102733,82.315543,53.511240,0.408406,0.379329,0.212265,-0.036912,387.796959,-140.850331,170.759184,168.111499,87.100229,78.363585,0.400871,0.394655,0.204475,-0.007813,425.970912,-164.670224,138.679276,127.284207,67.010970,48.878169,0.416486,0.382264,0.201250,-0.042844,332.974453,-131.941542
2022 07 09 14 00 01.JPG, 342,161.491695,151.678608,85.551416,56.314106,0.405024,0.380412,0.214564,-0.031335,398.721718,-142.067471,177.322271,176.498615,91.866257,83.808702,0.397863,0.396015,0.206123,-0.002328,445.687144,-170.088372,133.058181,124.963120,65.047547,51.820511,0.411857,0.386800,0.201343,-0.031374,323.068847,-127.926207
2022 07 09 15 00 00.JPG, 343,158.608810,149.240429,82.171573,57.700475,0.406668,0.382647,0.210685,-0.030432,390.020813,-143.506093,176.255250,174.524605,89.304103,83.489857,0.400504,0.396571,0.202925,-0.004934,440.083958,-172.171650,121.441899,116.070248,58.968465,51.730132,0.409612,0.391494,0.198895,-0.022616,296.480612,-119.575217
2022 07 09 16 00 00.JPG, 344,161.819679,153.892986,86.586333,59.379961,0.402237,0.382534,0.215229,-0.025107,402.298998,-142.539999,182.584236,182.545257,94.079123,88.427155,0.397606,0.397521,0.204872,-0.000107,459.208617,-176.971247,122.078467,121.258929,65.827536,54.611855,0.394865,0.392214,0.212920,-0.003368,309.164931,-111.682324
2022 07 09 17 00 00.JPG, 345,148.846582,147.364334,85.134084,60.748002,0.390320,0.386433,0.223247,-0.005004,381.344999,-125.942749,189.116182,186.854133,92.675719,91.916366,0.403537,0.398711,0.197752,-0.006017,468.646033,-190.618878,137.918826,134.236708,71.860557,58.694034,0.400908,0.390205,0.208887,-0.013529,344.016090,-128.434420
2022 07 09 18 00 00.JPG, 346,158.279231,156.856624,90.900387,64.533630,0.389816,0.386312,0.223873,-0.004514,406.036242,-133.335082,186.316885,187.540537,93.555238,95.208952,0.398613,0.401231,0.200156,0.003273,467.412660,-186.746947,148.635073,146.020568,80.213557,63.192507,0.396498,0.389524,0.213977,-0.008873,374.869198,-134.228528
2022 07 10 05 00 00.JPG, 347,175.284639,157.437741,85.287433,54.303409,0.419331,0.376636,0.204032,-0.053639,418.009813,-162.147512,166.390171,164.804005,85.114744,78.103094,0.399680,0.395870,0.204451,-0.004789,416.308920,-160.964688,175.379929,154.828654,81.816980,52.460399,0.425653,0.375774,0.198573,-0.062237,412.025562,-166.574623
2022 07 10 06 00 01.JPG, 348,179.828600,159.794272,81.904184,57.855760,0.426612,0.379084,0.194304,-0.058990,421.527056,-175.814505,161.076280,162.101761,81.548046,81.579197,0.397988,0.400522,0.201489,0.003173,404.726087,-160.081949,173.393179,153.330194,79.316831,53.950378,0.427035,0.377623,0.195342,-0.061407,406.040204,-168.089712
2022 07 10 07 00 00.JPG, 349,175.544818,166.870835,89.379400,68.817451,0.406547,0.386458,0.206995,-0.025332,431.795053,-163.656853,159.215399,167.751996,88.980317,87.308276,0.382777,0.403301,0.213922,0.026108,415.947712,-149.006760,154.257592,150.174117,84.854882,61.235760,0.396257,0.385768,0.217975,-0.013413,389.286591,-134.721944
2022 07 10 08 00 00.JPG, 350,168.748334,156.624978,81.989734,62.511887,0.414246,0.384485,0.201269,-0.037260,407.363046,-161.393844,168.145884,166.865425,82.051376,83.533591,0.403167,0.400097,0.196736,-0.003822,417.062685,-170.908558,171.646844,152.964879,78.421247,55.861667,0.425888,0.379534,0.194578,-0.057552,403.032970,-167.769230
2022 07 10 09 00 01.JPG, 351,163.001469,152.118196,79.118116,62.116806,0.413460,0.385854,0.200686,-0.034537,394.237781,-156.883433,166.961114,165.259462,80.665911,82.891898,0.404375,0.400254,0.195371,-0.005122,412.886487,-170.888753,165.879922,147.943255,74.055379,55.951209,0.427659,0.381416,0.190924,-0.057155,387.878557,-165.712419
2022 07 10 10 00 00.JPG, 352,162.122478,150.967048,81.130911,58.680706,0.411248,0.382951,0.205801,-0.035630,394.220437,-150.827703,168.826823,166.330384,84.308402,79.525543,0.402481,0.396529,0.200990,-0.007449,419.465609,-166.540403,160.989296,143.976140,74.084916,52.878068,0.424717,0.379834,0.195449,-0.055787,379.050352,-156.795603
2022 07 10 11 00 00.JPG, 353,163.881655,153.166584,83.320424,59.131087,0.409327,0.382564,0.208109,-0.033796,400.368663,-150.407390,172.173897,170.462877,87.262308,81.489548,0.400498,0.396518,0.202983,-0.004994,429.899082,-168.112158,156.717759,142.070051,73.850828,53.571515,0.420562,0.381254,0.198183,-0.049024,372.638638,-151.086153
2022 07 10 12 00 01.JPG, 354,157.590895,147.252013,79.382095,57.531036,0.410153,0.383244,0.206603,-0.033915,384.225003,-146.078717,168.532550,166.887103,84.823935,80.417721,0.401035,0.397120,0.201845,-0.004906,420.243588,-165.771782,144.073745,131.385831,66.540219,52.157698,0.421269,0.384169,0.194562,-0.046061,341.999796,-142.379138
2022 07 10 13 00 00.JPG, 355,161.666838,149.842836,82.595605,55.423230,0.410212,0.380210,0.209578,-0.037957,394.105278,-146.318464,173.577582,170.625288,87.785977,79.887017,0.401810,0.394976,0.203214,-0.008577,431.988846,-168.630916,143.888080,131.167813,68.346040,50.101506,0.419008,0.381966,0.199026,-0.046246,343.401933,-138.363814
2022 07 10 14 00 00.JPG, 356,165.665754,152.333140,81.956529,57.043997,0.414211,0.380875,0.204914,-0.041927,399.955422,-154.085835,178.466050,174.119368,87.456198,82.316488,0.405566,0.395688,0.198745,-0.012328,440.041616,-177.673023,145.360147,132.330159,66.744994,52.555177,0.422025,0.384195,0.193781,-0.046923,344.435299,-144.200318
2022 07 10 15 00 01.JPG, 357,169.434021,153.360225,79.631880,57.654548,0.421031,0.381089,0.197879,-0.049796,402.426126,-163.530485,183.118524,175.617273,85.269065,82.846958,0.412425,0.395530,0.192045,-0.020910,444.004862,-188.197667,146.542825,131.923820,64.386204,52.918611,0.427422,0.384783,0.187795,-0.052498,342.852849,-149.694237
2022 07 10 16 00 00.JPG, 358,156.589688,155.462817,97.509668,56.826277,0.382334,0.379583,0.238083,-0.003611,409.562173,-117.033168,156.029117,168.864022,97.252146,84.446782,0.369610,0.400014,0.230376,0.039505,422.145284,-130.388848,162.172875,156.743374,95.223239,56.090635,0.391590,0.378480,0.229930,-0.017025,414.139488,-128.469772
2022 07 10 17 00 00.JPG, 359,161.069634,155.154090,93.663077,55.575469,0.392961,0.378529,0.228510,-0.018707,409.886801,-128.897570,158.825679,166.496478,93.074753,81.092524,0.379605,0.397939,0.222456,0.023579,418.396909,-139.172651,162.017577,152.145146,89.025150,53.247566,0.401841,0.377355,0.220803,-0.031425,403.187873,-136.112422
2022 07 10 18 00 01.JPG, 360,158.981075,154.122098,91.756497,57.506625,0.392682,0.380680,0.226638,-0.015519,404.859670,-129.590179,160.378309,168.677399,92.553032,84.423458,0.380396,0.400080,0.219524,0.025221,421.608740,-143.949643,158.586433,150.090040,85.978926,55.614721,0.401835,0.380307,0.217858,-0.027525,394.655399,-136.718620
2022 07 11 05 00 01.JPG, 361,181.347998,161.050345,83.462146,57.290546,0.425839,0.378176,0.195985,-0.059281,425.860489,-175.474051,171.784578,167.431615,84.390333,78.688320,0.405529,0.395253,0.199219,-0.012832,423.606527,-170.435528,177.737206,156.677485,83.507218,52.110546,0.425288,0.374897,0.199815,-0.062975,417.921910,-167.400255
2022 07 11 06 00 00.JPG, 362,166.170713,159.489221,89.597123,63.210605,0.400163,0.384073,0.215763,-0.020517,415.257057,-146.465688,156.526199,165.696096,87.720632,87.145360,0.381824,0.404193,0.213983,0.028458,409.942927,-146.781031,164.130047,155.173135,86.367497,59.848726,0.404589,0.382510,0.212901,-0.028051,405.670680,-146.568188
2022 07 11 07 00 00.JPG, 363,162.396963,157.817551,91.435972,61.802167,0.394502,0.383378,0.222120,-0.014301,411.650486,-137.342571,159.073768,169.403971,90.832999,88.901174,0.379370,0.404006,0.216625,0.031449,419.310738,-146.811741,163.276941,154.979187,86.704509,59.976925,0.403192,0.382702,0.214106,-0.026073,404.960637,-144.847110
2022 07 11 08 00 01.JPG, 364,162.661865,156.443907,94.170766,56.055182,0.393591,0.378545,0.227864,-0.019486,413.276538,-130.764240,155.879346,164.457248,92.996844,80.038305,0.377127,0.397880,0.224992,0.026778,413.333437,-134.342907,161.205421,150.691962,88.217813,51.960691,0.402898,0.376621,0.220481,-0.033708,400.115196,-135.461759
2022 07 11 09 00 00.JPG, 365,169.773588,155.546637,80.960243,60.359443,0.417873,0.382855,0.199272,-0.043732,406.280468,-163.399739,169.860370,166.170427,81.390646,81.089838,0.406928,0.398088,0.194984,-0.010981,417.421444,-173.249506,170.080723,150.256240,76.225113,54.206643,0.428888,0.378897,0.192215,-0.061886,396.562077,-167.886736
2022 07 11 10 00 01.JPG, 366,166.530454,154.028000,81.147538,60.378008,0.414558,0.383435,0.202007,-0.039002,401.705992,-158.263379,170.126586,167.641820,82.334011,82.823042,0.404965,0.399050,0.195986,-0.007356,420.102417,-173.100384,163.715664,146.502942,74.240471,55.049749,0.425834,0.381063,0.193104,-0.055486,384.459078,-161.737664
2022 07 11 11 00 00.JPG, 367,164.441643,152.590631,82.232120,58.507499,0.411862,0.382179,0.205959,-0.037381,399.264394,-152.568033,171.418826,168.714206,84.470981,81.538604,0.403715,0.397345,0.198941,-0.007952,424.604013,-171.191069,156.632902,141.570969,72.759509,53.749528,0.422233,0.381631,0.196137,-0.050509,370.963380,-152.684854
2022 07 11 12 00 00.JPG, 368,162.115243,151.623725,82.514120,58.618087,0.409120,0.382644,0.208236,-0.033440,396.253088,-148.710729,171.829273,169.698277,85.823776,81.743505,0.402080,0.397093,0.200827,-0.006240,427.351326,-169.879997,149.039388,135.810237,69.752861,52.828225,0.420300,0.382993,0.196707,-0.046443,354.602485,-145.343903
2022 07 11 13 00 01.JPG, 369,156.305621,147.553159,82.414543,56.386155,0.404650,0.381992,0.213358,-0.028804,386.273323,-139.029695,169.497377,168.869877,86.673513,81.568864,0.398779,0.397303,0.203918,-0.001854,425.040767,-165.020229,134.590969,124.945761,64.788268,50.512286,0.414988,0.385249,0.199763,-0.037163,324.324998,-129.960194
2022 07 11 14 00 00.JPG, 370,155.965330,148.207289,83.700663,56.748585,0.402104,0.382102,0.215794,-0.025505,387.873281,-136.771292,173.020993,173.181387,90.302652,83.039129,0.396378,0.396745,0.206877,0.000463,436.505032,-165.597077,124.890840,118.118762,60.810218,50.536467,0.411069,0.388779,0.200152,-0.027868,303.819820,-121.389167
2022 07 11 15 00 00.JPG, 371,155.289450,148.283070,83.070175,58.206515,0.401636,0.383514,0.214850,-0.023080,386.642695,-137.432171,175.821203,176.670847,91.181237,86.339255,0.396285,0.398200,0.205514,0.002410,443.673286,-170.129577,115.919633,111.830096,57.877797,49.862762,0.405842,0.391524,0.202634,-0.017956,285.627526,-111.994134
2022 07 11 16 00 01.JPG, 372,159.595285,153.783066,85.335261,62.635586,0.400275,0.385698,0.214026,-0.018547,398.713612,-142.707828,185.223911,186.957137,94.984404,93.705958,0.396485,0.400195,0.203321,0.004657,467.165452,-182.212240,119.085205,117.064104,61.278233,53.764770,0.400384,0.393589,0.206027,-0.008559,297.427541,-113.592843
2022 07 11 17 00 00.JPG, 373,136.500952,139.296346,80.013773,62.077967,0.383633,0.391490,0.224877,0.010136,355.811070,-115.769752,194.451267,197.697584,99.273277,101.670625,0.395691,0.402297,0.202012,0.008278,491.422129,-193.602297,129.271499,127.594584,66.059809,59.857860,0.400313,0.395120,0.204566,-0.006528,322.925891,-124.746466
2022 07 11 18 00 00.JPG, 374,146.706410,157.324198,100.194281,67.747705,0.362933,0.389200,0.247868,0.034923,404.224888,-103.642045,192.962245,201.076914,104.754520,104.437063,0.386858,0.403126,0.210016,0.020594,498.793678,-184.530119,135.947596,144.503579,88.372628,64.686934,0.368598,0.391796,0.239607,0.030508,368.823802,-103.705918
2022 07 12 05 00 00.JPG, 375,164.971255,158.117389,96.538183,54.725341,0.393138,0.376805,0.230057,-0.021214,419.626827,-130.012278,158.273787,167.976458,97.319344,80.359784,0.373667,0.396573,0.229760,0.029740,423.569589,-131.611556,165.127633,155.018656,92.422317,52.487361,0.400243,0.375740,0.224017,-0.031576,412.568606,-135.301653
2022 07 12 06 00 01.JPG, 376,166.877641,157.395890,92.158238,55.755901,0.400732,0.377963,0.221305,-0.029240,416.431770,-139.957055,157.191313,162.999318,90.121521,78.685803,0.383102,0.397257,0.219641,0.018139,410.312152,-139.947590,165.321222,152.488564,88.526200,51.129705,0.406858,0.375277,0.217865,-0.040378,406.335986,-140.757385
2022 07 12 07 00 00.JPG, 377,163.340856,159.412260,94.402436,61.081228,0.391559,0.382141,0.226300,-0.012172,417.155553,-133.948244,154.067491,164.494334,92.939577,81.981599,0.374403,0.399742,0.225855,0.032731,411.501403,-132.682671,155.857454,148.687081,87.916942,53.599767,0.397128,0.378858,0.224014,-0.023545,392.461476,-128.710651
2022 07 12 08 00 00.JPG, 378,159.235928,155.155200,85.328522,65.745949,0.398369,0.388160,0.213471,-0.012980,399.719650,-143.734084,152.632674,161.712922,85.177586,85.615585,0.382037,0.404765,0.213198,0.028886,399.523182,-143.990425,157.954702,149.462115,81.957361,59.012167,0.405663,0.383852,0.210485,-0.027626,389.374177,-143.502095
2022 07 12 09 00 01.JPG, 379,165.304023,156.668781,88.427602,59.605937,0.402787,0.381746,0.215467,-0.026820,410.400406,-145.117600,162.330968,166.393760,88.242436,82.214115,0.389314,0.399057,0.211629,0.012359,416.967164,-152.239857,162.350089,150.388527,82.431858,55.995107,0.410836,0.380566,0.208598,-0.038248,395.170475,-147.874900
