Light,Shade,OTC,Loc,Src,Rep,Ind,Plot,fullPlot,DoY,tot_Gr
0,0,0,SG,CF,18,C,CF18,SG-CF-18C,199,76.5
0,0,0,SG,CF,18,C,CF18,SG-CF-18C,206,76.5
0,0,0,SG,CF,18,C,CF18,SG-CF-18C,214,73
0,0,0,SG,CF,18,C,CF18,SG-CF-18C,222,73.5
0,0,0,SG,CF,18,C,CF18,SG-CF-18C,232,79.5
0,0,0,SG,CF,18,C,CF18,SG-CF-18C,239,77
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,168,23
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,175,30.5
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,185,48
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,199,63.5
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,206,50.5
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,214,50.5
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,222,57.5
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,232,52
0,0,1,SG,SG,18,A,SG18,SG-SG-18A,239,41.5
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,168,19
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,175,28
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,185,33.5
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,199,36.5
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,206,38.5
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,214,38
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,222,47.5
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,232,41.5
0,0,1,SG,SG,18,B,SG18,SG-SG-18B,239,24
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,168,25
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,175,46
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,185,60.5
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,199,71.5
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,206,79
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,214,79.6
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,222,79
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,232,74
0,0,1,SG,SG,18,C,SG18,SG-SG-18C,239,51.5
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,168,25
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,175,44.5
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,185,53
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,199,54.5
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,206,60
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,214,62.5
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,222,54.5
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,232,46
0,0,1,SG,TL,18,A,TL18,SG-TL-18A,239,33.5
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,168,22
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,175,30
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,185,37
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,199,40
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,206,47.5
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,214,48
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,222,53
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,232,54
0,0,1,SG,TL,18,B,TL18,SG-TL-18B,239,47.5
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,168,20
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,175,41.5
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,185,51.5
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,199,59
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,206,65
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,214,69
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,222,69
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,232,67.5
0,0,1,SG,TL,18,C,TL18,SG-TL-18C,239,49
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,168,25
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,175,35.5
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,185,46.5
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,199,60
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,206,62
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,214,58
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,222,58
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,232,57
0,0,0,SG,CF,19,A,CF19,SG-CF-19A,239,47
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,168,25
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,175,38
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,185,63.5
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,199,66
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,206,66.5
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,214,67.5
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,222,69.5
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,232,72.5
0,0,0,SG,CF,19,B,CF19,SG-CF-19B,239,64.5
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,168,28
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,175,52
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,185,60
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,199,67
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,206,67
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,214,65.5
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,222,60
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,232,60.5
0,0,0,SG,CF,19,C,CF19,SG-CF-19C,239,51.5
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,168,26
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,175,40
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,185,58
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,199,68
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,206,72.5
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,214,72.5
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,222,75
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,232,77
0,0,0,SG,SG,19,A,SG19,SG-SG-19A,239,53
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,168,32
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,175,40.5
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,185,65.5
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,199,75.5
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,206,80.5
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,214,84
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,222,83.5
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,232,83.5
0,0,0,SG,SG,19,B,SG19,SG-SG-19B,239,72.5
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,168,23
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,175,28
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,185,31
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,199,33.5
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,206,35
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,214,36.5
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,222,35
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,232,28
0,0,0,SG,SG,19,C,SG19,SG-SG-19C,239,15.5
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,168,27
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,175,38
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,185,51
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,199,57.5
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,206,55.5
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,214,57
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,222,57
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,232,57
0,0,1,SG,CF,20,A,CF20,SG-CF-20A,239,58.5
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,168,43
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,175,72
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,185,87
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,199,106
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,206,124
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,214,125.5
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,222,127
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,232,137
0,0,1,SG,CF,20,B,CF20,SG-CF-20B,239,133
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,168,27
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,175,49
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,185,69
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,199,80.5
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,206,93
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,214,95.5
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,222,104
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,232,105.5
0,0,1,SG,CF,20,C,CF20,SG-CF-20C,239,105.5
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,168,43
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,175,51
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,185,32.5
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,199,42.5
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,206,37.5
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,214,37
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,222,34
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,232,29
0,0,1,SG,SG,20,A,SG20,SG-SG-20A,239,19
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,168,26
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,175,40.5
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,185,52
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,199,57
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,206,64.5
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,214,70.1
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,222,60
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,232,54.5
0,0,1,SG,SG,20,B,SG20,SG-SG-20B,239,43
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,168,53
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,175,64
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,185,101
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,199,106.5
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,206,106
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,214,110
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,222,103
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,232,104.5
0,0,1,SG,SG,20,C,SG20,SG-SG-20C,239,72
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,153,57
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,160,63
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,166,69
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,173,78.5
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,180,86
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,187,78
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,194,86.5
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,201,92
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,210,92
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,216,92
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,223,86.5
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,236,87
1,0,0,CF,CF,1,A,CF1,CF-CF-1A,244,73.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,153,54
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,160,63.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,166,74
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,173,71.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,180,76
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,187,87
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,194,83.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,201,82.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,210,86
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,216,89
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,223,80.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,236,81.5
1,0,0,CF,CF,1,B,CF1,CF-CF-1B,244,64.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,153,40
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,160,38.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,166,52
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,173,65
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,180,64
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,187,70.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,194,84.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,201,82.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,210,75.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,216,81
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,223,82.5
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,236,81
1,0,0,CF,CF,1,C,CF1,CF-CF-1C,244,72
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,153,35.5
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,160,40
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,166,46
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,173,46
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,180,52
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,187,53.5
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,194,53.5
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,201,55
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,210,59.5
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,216,58
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,223,46.5
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,236,21
1,0,0,CF,SG,1,A,SG1,CF-SG-1A,244,15
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,153,26.5
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,160,26
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,166,25
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,173,27
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,180,30
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,187,29
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,194,30.5
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,201,35
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,210,35.5
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,216,36
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,223,30.5
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,236,18
1,0,0,CF,SG,1,B,SG1,CF-SG-1B,244,9
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,153,28
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,160,28.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,166,29.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,173,35.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,180,38.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,187,40
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,194,40.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,201,45.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,210,41
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,216,40.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,223,34.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,236,21.5
1,0,0,CF,SG,1,C,SG1,CF-SG-1C,244,13
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,153,26
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,160,29.5
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,166,33
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,173,41
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,180,42.5
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,187,47.5
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,194,46
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,201,50
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,210,38
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,216,41.5
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,223,30.5
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,236,24
0,0,0,CF,TL,1,A,TL1,CF-TL-1A,244,15
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,153,53
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,160,60
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,166,66.5
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,173,76.5
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,180,97
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,187,94
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,194,96
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,201,99
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,210,100
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,216,106.5
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,223,89
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,236,93
0,0,0,CF,TL,1,B,TL1,CF-TL-1B,244,63.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,153,30.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,160,35.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,166,36
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,173,45
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,180,57
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,187,63
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,194,70.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,201,72.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,210,77
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,216,80
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,223,85.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,236,52.5
0,0,0,CF,TL,1,C,TL1,CF-TL-1C,244,33.5
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,153,47.5
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,160,59
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,166,68
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,173,71
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,180,80.5
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,187,88
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,194,85.5
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,201,88.5
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,210,86
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,216,89
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,223,88
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,236,83
1,0,0,CF,CF,2,A,CF2,CF-CF-2A,244,72
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,153,42
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,160,51
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,166,59.5
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,173,67
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,180,64.5
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,187,71
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,194,72
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,201,71.5
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,210,73
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,216,77
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,223,74.5
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,236,61
1,0,0,CF,CF,2,B,CF2,CF-CF-2B,244,53.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,153,61.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,160,66.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,166,75.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,173,78
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,180,79
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,187,92.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,194,96.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,201,97
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,210,92
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,216,100.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,223,104
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,236,93.5
1,0,0,CF,CF,2,C,CF2,CF-CF-2C,244,87
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,153,41.5
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,160,44
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,166,54
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,173,51.5
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,180,49.5
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,187,54.5
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,194,54
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,201,52.5
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,210,52
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,216,47.5
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,223,41
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,236,14
0,0,0,CF,SG,2,A,SG2,CF-SG-2A,244,8
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,153,41
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,160,49
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,166,52
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,173,64
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,180,58
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,187,64
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,194,62.5
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,201,63.5
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,210,66.5
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,216,43.5
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,223,34
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,236,16
0,0,0,CF,SG,2,B,SG2,CF-SG-2B,244,9.5
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,153,36.5
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,160,40
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,166,43
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,173,45
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,180,49
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,187,53.5
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,194,56
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,201,54.5
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,210,48.6
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,216,39
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,223,33
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,236,15
0,0,0,CF,SG,2,C,SG2,CF-SG-2C,244,9.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,153,36.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,160,42
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,166,48
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,173,47.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,180,55.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,187,57.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,194,57.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,201,57.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,210,52.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,216,52
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,223,44
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,236,14.5
0,0,0,CF,TL,2,A,TL2,CF-TL-2A,244,15.5
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,153,37.5
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,160,39.5
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,166,45
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,173,54
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,180,57.5
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,187,52
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,194,54
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,201,59.5
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,210,54
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,216,50
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,223,44
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,236,27
0,0,0,CF,TL,2,B,TL2,CF-TL-2B,244,10
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,153,33
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,160,31
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,166,36.5
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,173,39.5
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,180,41.5
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,187,44
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,194,45
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,201,40.5
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,210,33
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,216,32
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,223,31.5
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,236,5
0,0,0,CF,TL,2,C,TL2,CF-TL-2C,244,5.5
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,153,37
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,160,40
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,166,47
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,173,46.5
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,180,45.5
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,187,51
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,194,45.5
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,201,53.5
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,210,52
0,0,0,CF,CF,3,A,CF3,CF-CF-3A,216,53.5
